,season,race_id,race,date,place,last_place,horse_id,horse_no,horse,jockey,trainer,actual_weight,last_actual_weight,declared_horse_weight,draw,last_lbw,last_running_position,win_odds,class,going,track,prize,location,distance_m,rest_day,finish_time_s,pct_1st_last_j,pct_2nd_last_j,pct_3rd_last_j,pct_4th_last_j,pct_1st_last_t,pct_2nd_last_t,pct_3rd_last_t,pct_4th_last_t
72346,2020/2021,312,7,2021-01-01,4,1.0,E142,1,MASTER MONTARO,Z Purton,D A Hayes,133.0,128.0,1307.0,14,0.0,7.333333333333333,1.9,Class 3,GOOD,"TURF - ""B+2"" Course",1500000,Sha Tin,1200,19.0,69.65,20.82,14.31,14.16,7.93,0.0,0.0,0.0,0.0
72347,2020/2021,312,7,2021-01-01,5,6.0,D126,6,TRANSCENDENT,J Moreira,A S Cruz,126.0,130.0,1080.0,10,2.75,7.666666666666667,11.0,Class 3,GOOD,"TURF - ""B+2"" Course",1500000,Sha Tin,1200,19.0,69.68,19.22,17.13,12.67,9.47,10.87,9.2,10.37,7.36
72348,2020/2021,312,7,2021-01-01,6,0.0,E131,4,SILVER EXPRESS,K Teetan,J Size,130.0,0.0,1067.0,8,0.0,0.0,14.0,Class 3,GOOD,"TURF - ""B+2"" Course",1500000,Sha Tin,1200,45.0,69.74,12.93,10.43,11.27,11.27,8.49,13.47,9.41,9.04
72349,2020/2021,312,7,2021-01-01,7,9.0,V357,14,TOP SCORE,M L Yeung,C W Chang,114.0,115.0,1138.0,5,3.25,8.666666666666666,69.0,Class 3,GOOD,"TURF - ""B+2"" Course",1500000,Sha Tin,1200,30.0,69.76,1.92,3.6,3.84,5.76,4.85,9.44,5.61,3.83
72350,2020/2021,312,7,2021-01-01,8,11.0,D434,8,SERIOUS LIAISON,A Badel,D J Hall,125.0,125.0,1009.0,12,5.0,11.0,186.0,Class 3,GOOD,"TURF - ""B+2"" Course",1500000,Sha Tin,1200,16.0,69.93,10.28,9.09,8.3,9.09,7.91,5.36,8.93,10.2
72351,2020/2021,312,7,2021-01-01,9,4.0,B337,3,CRUISING,C L Chau,T P Yung,125.0,133.0,1200.0,11,2.25,2.0,12.0,Class 3,GOOD,"TURF - ""B+2"" Course",1500000,Sha Tin,1200,26.0,69.96000000000001,7.45,11.7,12.77,6.38,5.57,6.26,6.26,5.57
72352,2020/2021,312,7,2021-01-01,10,9.0,D050,12,LUCKY QUALITY,M Chadwick,C Fownes,116.0,116.0,1086.0,13,4.0,9.0,35.0,Class 3,GOOD,"TURF - ""B+2"" Course",1500000,Sha Tin,1200,23.0,70.15,4.71,8.04,8.24,6.47,9.3,10.25,7.78,9.68
72353,2020/2021,312,7,2021-01-01,11,14.0,E128,9,MING WARRIOR,N Callan,D E Ferraris,123.0,125.0,1159.0,4,14.25,10.0,338.0,Class 3,GOOD,"TURF - ""B+2"" Course",1500000,Sha Tin,1200,19.0,70.15,5.42,8.33,8.33,12.08,4.92,6.56,8.43,6.56
72354,2020/2021,312,7,2021-01-01,12,9.0,A379,2,SUNNY BOY,T Piccone,W Y So,133.0,118.0,1213.0,7,6.0,9.666666666666666,49.0,Class 3,GOOD,"TURF - ""B+2"" Course",1500000,Sha Tin,1200,26.0,70.17,8.89,6.67,13.33,5.56,7.31,6.6,7.78,7.78
72355,2020/2021,312,7,2021-01-01,13,12.0,D420,11,STARZ HERO,H T Mo,Y S Tsui,116.0,120.0,1249.0,9,11.0,10.333333333333334,155.0,Class 3,GOOD,"TURF - ""B+2"" Course",1500000,Sha Tin,1200,33.0,70.32,3.43,5.14,3.43,3.43,5.53,7.87,7.37,6.2
72356,2020/2021,312,7,2021-01-01,14,0.0,E041,10,CHEERS BABY,V Borges,P O'Sullivan,127.0,0.0,989.0,3,0.0,0.0,191.0,Class 3,GOOD,"TURF - ""B+2"" Course",1500000,Sha Tin,1200,45.0,70.37,6.64,7.47,7.05,6.64,8.27,7.2,8.0,7.2
72357,2020/2021,313,8,2021-01-01,1,5.0,C061,5,CHAMPION'S WAY,K Teetan,J Size,118.0,123.0,1130.0,2,6.5,5.25,8.7,Group Three,GOOD,"TURF - ""B+2"" Course",3500000,Sha Tin,1400,40.0,80.99,12.93,10.43,11.27,11.27,8.49,13.47,9.41,9.04
72358,2020/2021,313,8,2021-01-01,2,1.0,D088,8,SKY DARCI,J Moreira,C Fownes,115.0,116.0,1156.0,1,0.0,3.25,3.1,Group Three,GOOD,"TURF - ""B+2"" Course",3500000,Sha Tin,1400,33.0,81.18,19.22,17.13,12.67,9.47,9.3,10.25,7.78,9.68
72359,2020/2021,313,8,2021-01-01,3,7.0,C470,4,MIGHTY GIANT,Z Purton,P F Yiu,120.0,126.0,1228.0,4,5.0,6.5,4.9,Group Three,GOOD,"TURF - ""B+2"" Course",3500000,Sha Tin,1400,19.0,81.31,20.82,14.31,14.16,7.93,14.02,9.0,9.21,9.21
72360,2020/2021,313,8,2021-01-01,4,5.0,C215,3,FAT TURTLE,A Badel,F C Lor,119.0,126.0,1163.0,3,1.25,10.333333333333334,22.0,Group Three,GOOD,"TURF - ""B+2"" Course",3500000,Sha Tin,1400,19.0,81.53999999999998,10.28,9.09,8.3,9.09,8.84,8.43,11.04,11.04
72361,2020/2021,313,8,2021-01-01,5,8.0,C198,1,KA YING STAR,C Schofield,A S Cruz,133.0,126.0,1138.0,7,11.0,3.0,29.0,Group Three,GOOD,"TURF - ""B+2"" Course",3500000,Sha Tin,1400,19.0,81.77,8.78,8.16,8.16,8.37,10.87,9.2,10.37,7.36
72362,2020/2021,313,8,2021-01-01,6,1.0,D358,7,WINNING DREAMER,C Y Ho,F C Lor,115.0,127.0,1171.0,5,0.0,2.6666666666666665,2.6,Group Three,GOOD,"TURF - ""B+2"" Course",3500000,Sha Tin,1400,19.0,81.82,10.75,9.63,9.31,9.95,8.84,8.43,11.04,11.04
72363,2020/2021,313,8,2021-01-01,7,3.0,C019,2,BUDDIES,C Soumillon,A S Cruz,121.0,126.0,1166.0,8,0.33,2.25,10.0,Group Three,GOOD,"TURF - ""B+2"" Course",3500000,Sha Tin,1400,33.0,82.6,25.0,25.0,0.0,25.0,10.87,9.2,10.37,7.36
72364,2020/2021,313,8,2021-01-01,8,12.0,C071,6,KINGS SHIELD,K C Leung,F C Lor,118.0,132.0,1145.0,6,5.75,3.75,67.0,Group Three,GOOD,"TURF - ""B+2"" Course",3500000,Sha Tin,1400,33.0,82.89,5.19,3.76,6.44,8.94,8.84,8.43,11.04,11.04
72365,2020/2021,314,9,2021-01-01,1,3.0,D147,3,CALIFORNIA RAD,J Moreira,A S Cruz,130.0,124.0,1213.0,2,1.25,5.666666666666667,2.4,Class 2,GOOD,"TURF - ""B+2"" Course",2200000,Sha Tin,1200,19.0,69.2,19.22,17.13,12.67,9.47,10.87,9.2,10.37,7.36
72366,2020/2021,314,9,2021-01-01,2,10.0,B230,8,TEAM SPIRIT,T Piccone,W Y So,123.0,118.0,1213.0,13,5.25,4.666666666666667,88.0,Class 2,GOOD,"TURF - ""B+2"" Course",2200000,Sha Tin,1200,19.0,69.25,8.89,6.67,13.33,5.56,7.31,6.6,7.78,7.78
72367,2020/2021,314,9,2021-01-01,3,2.0,B087,14,LOCKHEED,A Badel,C S Shum,118.0,133.0,1098.0,5,1.25,3.3333333333333335,12.0,Class 2,GOOD,"TURF - ""B+2"" Course",2200000,Sha Tin,1200,33.0,69.26,10.28,9.09,8.3,9.09,9.49,10.34,5.49,8.23
72368,2020/2021,314,9,2021-01-01,4,2.0,C228,5,BEAUTY APPLAUSE,V Borges,J Size,124.0,118.0,1164.0,4,1.0,1.3333333333333333,8.8,Class 2,GOOD,"TURF - ""B+2"" Course",2200000,Sha Tin,1200,19.0,69.28,6.64,7.47,7.05,6.64,8.49,13.47,9.41,9.04
72369,2020/2021,314,9,2021-01-01,5,4.0,C188,2,DUKE WAI,K Teetan,P O'Sullivan,132.0,127.0,1139.0,3,2.0,10.666666666666666,4.9,Class 2,GOOD,"TURF - ""B+2"" Course",2200000,Sha Tin,1200,19.0,69.34,12.93,10.43,11.27,11.27,8.27,7.2,8.0,7.2
72370,2020/2021,314,9,2021-01-01,6,3.0,C082,4,HONG KONG BET,N Callan,K H Ting,127.0,125.0,1129.0,10,0.5,5.0,58.0,Class 2,GOOD,"TURF - ""B+2"" Course",2200000,Sha Tin,1200,268.0,69.41,5.42,8.33,8.33,12.08,8.5,4.85,6.07,8.74
72371,2020/2021,314,9,2021-01-01,7,10.0,B377,11,GUY DRAGON,C Y Ho,C Fownes,119.0,119.0,1186.0,1,6.5,9.0,12.0,Class 2,GOOD,"TURF - ""B+2"" Course",2200000,Sha Tin,1200,26.0,69.44,10.75,9.63,9.31,9.95,9.3,10.25,7.78,9.68
72372,2020/2021,314,9,2021-01-01,8,10.0,V356,13,WATER DIVINER,H N Wong,C W Chang,116.0,122.0,1177.0,11,5.0,11.5,45.0,Class 2,GOOD,"TURF - ""B+2"" Course",2200000,Sha Tin,1200,33.0,69.46000000000001,1.7,2.83,1.7,3.4,4.85,9.44,5.61,3.83
72373,2020/2021,314,9,2021-01-01,9,0.0,E237,12,MS ALLY,M F Poon,A T Millard,117.0,0.0,1248.0,14,0.0,0.0,90.0,Class 2,GOOD,"TURF - ""B+2"" Course",2200000,Sha Tin,1200,45.0,69.55,5.24,4.16,6.51,8.5,8.7,8.12,9.57,6.67
72374,2020/2021,314,9,2021-01-01,10,8.0,B316,9,HAPPY FUN,M Chadwick,C H Yip,122.0,119.0,1134.0,8,4.5,8.333333333333334,61.0,Class 2,GOOD,"TURF - ""B+2"" Course",2200000,Sha Tin,1200,19.0,69.86,4.71,8.04,8.24,6.47,4.71,3.44,7.61,6.16
72375,2020/2021,314,9,2021-01-01,11,3.0,D129,1,DECRYPT,B Shinn,D A Hayes,133.0,126.0,1019.0,9,1.25,7.5,21.0,Class 2,GOOD,"TURF - ""B+2"" Course",2200000,Sha Tin,1200,237.0,69.99,3.39,9.71,8.58,7.67,0.0,0.0,0.0,0.0
72376,2020/2021,314,9,2021-01-01,12,3.0,C292,6,HIGHLAND FORTUNE,C Soumillon,K W Lui,124.0,121.0,1090.0,7,1.25,8.0,8.7,Class 2,GOOD,"TURF - ""B+2"" Course",2200000,Sha Tin,1200,54.0,70.06,25.0,25.0,0.0,25.0,12.94,10.27,10.68,6.57
72377,2020/2021,314,9,2021-01-01,13,1.0,D394,7,CZARSON,Z Purton,P F Yiu,123.0,128.0,1112.0,12,0.0,3.0,12.0,Class 2,GOOD,"TURF - ""B+2"" Course",2200000,Sha Tin,1200,33.0,70.4,20.82,14.31,14.16,7.93,14.02,9.0,9.21,9.21
72378,2020/2021,314,9,2021-01-01,14,11.0,B083,10,UGLY WARRIOR,H T Mo,Y S Tsui,119.0,120.0,1022.0,6,5.75,4.25,161.0,Class 2,GOOD,"TURF - ""B+2"" Course",2200000,Sha Tin,1200,12.0,70.89,3.43,5.14,3.43,3.43,5.53,7.87,7.37,6.2
72379,2020/2021,315,10,2021-01-01,1,5.0,E143,7,ROYAL BOMB,C Soumillon,C Fownes,122.0,124.0,1102.0,1,2.25,5.666666666666667,11.0,Class 3,GOOD,"TURF - ""B+2"" Course",1500000,Sha Tin,1400,12.0,81.87,25.0,25.0,0.0,25.0,9.3,10.25,7.78,9.68
72380,2020/2021,315,10,2021-01-01,2,3.0,D105,12,BELUGA,J Moreira,D J Hall,117.0,118.0,1098.0,11,3.25,1.5,9.1,Class 3,GOOD,"TURF - ""B+2"" Course",1500000,Sha Tin,1400,19.0,81.91,19.22,17.13,12.67,9.47,7.91,5.36,8.93,10.2
72381,2020/2021,315,10,2021-01-01,3,5.0,D273,10,SUNNY STAR,A Badel,K W Lui,119.0,119.0,1011.0,10,1.75,5.75,10.0,Class 3,GOOD,"TURF - ""B+2"" Course",1500000,Sha Tin,1400,33.0,82.09,10.28,9.09,8.3,9.09,12.94,10.27,10.68,6.57
72382,2020/2021,315,10,2021-01-01,4,2.0,C132,1,E STAR,N Callan,K L Man,132.0,133.0,1078.0,9,1.0,6.0,18.0,Class 3,GOOD,"TURF - ""B+2"" Course",1500000,Sha Tin,1400,26.0,82.15,5.42,8.33,8.33,12.08,7.56,10.73,8.05,8.05
72383,2020/2021,315,10,2021-01-01,5,0.0,E053,8,LOOKING GREAT,Z Purton,F C Lor,121.0,0.0,1072.0,7,0.0,0.0,16.0,Class 3,GOOD,"TURF - ""B+2"" Course",1500000,Sha Tin,1400,45.0,82.26,20.82,14.31,14.16,7.93,8.84,8.43,11.04,11.04
72384,2020/2021,315,10,2021-01-01,6,5.0,D337,14,PEGASUS GLORY,M F Poon,K H Ting,112.0,133.0,1112.0,8,2.25,3.0,11.0,Class 3,GOOD,"TURF - ""B+2"" Course",1500000,Sha Tin,1400,30.0,82.27,5.24,4.16,6.51,8.5,8.5,4.85,6.07,8.74
72385,2020/2021,315,10,2021-01-01,7,4.0,T380,3,GREAT TREASURE,K C Leung,Y S Tsui,125.0,127.0,1035.0,14,4.5,10.2,34.0,Class 3,GOOD,"TURF - ""B+2"" Course",1500000,Sha Tin,1400,6.0,82.28,5.19,3.76,6.44,8.94,5.53,7.87,7.37,6.2
72386,2020/2021,315,10,2021-01-01,8,6.0,C463,6,FLYING SWORD,A Hamelin,A S Cruz,122.0,123.0,1060.0,5,1.75,10.5,19.0,Class 3,GOOD,"TURF - ""B+2"" Course",1500000,Sha Tin,1400,37.0,82.32,7.49,7.49,7.05,10.57,10.87,9.2,10.37,7.36
72387,2020/2021,315,10,2021-01-01,9,2.0,C338,5,MIGHTY VALOR,V Borges,P F Yiu,125.0,122.0,1143.0,2,0.1,1.3333333333333333,4.7,Class 3,GOOD,"TURF - ""B+2"" Course",1500000,Sha Tin,1400,40.0,82.43,6.64,7.47,7.05,6.64,14.02,9.0,9.21,9.21
72388,2020/2021,315,10,2021-01-01,10,5.0,B372,11,DIAMOND BRILLIANT,M Chadwick,T P Yung,118.0,120.0,1200.0,4,2.25,6.333333333333333,63.0,Class 3,GOOD,"TURF - ""B+2"" Course",1500000,Sha Tin,1400,16.0,82.47,4.71,8.04,8.24,6.47,5.57,6.26,6.26,5.57
72389,2020/2021,315,10,2021-01-01,11,6.0,E127,9,NOTHING NEW,T Piccone,C W Chang,121.0,121.0,1052.0,6,6.75,7.333333333333333,170.0,Class 3,GOOD,"TURF - ""B+2"" Course",1500000,Sha Tin,1400,33.0,82.6,8.89,6.67,13.33,5.56,4.85,9.44,5.61,3.83
72390,2020/2021,315,10,2021-01-01,12,8.0,D263,4,HARMONY SPIRIT,C L Chau,D J Whyte,118.0,122.0,1106.0,12,6.0,8.0,47.0,Class 3,GOOD,"TURF - ""B+2"" Course",1500000,Sha Tin,1400,48.0,82.62,7.45,11.7,12.77,6.38,9.46,8.82,8.17,10.11
72391,2020/2021,315,10,2021-01-01,13,11.0,D116,2,HEZA BEAUTY,B Shinn,J Size,132.0,133.0,1090.0,13,9.5,8.0,44.0,Class 3,GOOD,"TURF - ""B+2"" Course",1500000,Sha Tin,1400,19.0,82.63,3.39,9.71,8.58,7.67,8.49,13.47,9.41,9.04
72392,2020/2021,315,10,2021-01-01,14,2.0,D500,13,SOARING TOWER,K Teetan,W Y So,115.0,133.0,1072.0,3,0.1,7.333333333333333,2.8,Class 3,GOOD,"TURF - ""B+2"" Course",1500000,Sha Tin,1400,26.0,82.78,12.93,10.43,11.27,11.27,7.31,6.6,7.78,7.78
72393,2020/2021,316,11,2021-01-01,1,2.0,B360,8,CIRCUIT THREE,J Moreira,A S Cruz,121.0,115.0,1136.0,6,0.33,3.0,2.8,Class 2,GOOD,"TURF - ""B+2"" Course",2200000,Sha Tin,1600,19.0,95.19,19.22,17.13,12.67,9.47,10.87,9.2,10.37,7.36
72394,2020/2021,316,11,2021-01-01,2,9.0,D456,13,MAXIMUS,C Schofield,A T Millard,118.0,117.0,1123.0,5,4.25,8.0,11.0,Class 2,GOOD,"TURF - ""B+2"" Course",2200000,Sha Tin,1600,23.0,95.39,8.78,8.16,8.16,8.37,8.7,8.12,9.57,6.67
72395,2020/2021,316,11,2021-01-01,3,2.0,D026,3,LUCKY EXPRESS,K Teetan,J Size,130.0,115.0,1158.0,7,0.33,6.0,3.5,Class 2,GOOD,"TURF - ""B+2"" Course",2200000,Sha Tin,1600,33.0,95.48,12.93,10.43,11.27,11.27,8.49,13.47,9.41,9.04
72396,2020/2021,316,11,2021-01-01,4,10.0,B102,10,ALPHA HEDGE,V Borges,K W Lui,120.0,120.0,1212.0,1,4.0,8.25,91.0,Class 2,GOOD,"TURF - ""B+2"" Course",2200000,Sha Tin,1600,12.0,95.56,6.64,7.47,7.05,6.64,12.94,10.27,10.68,6.57
72397,2020/2021,316,11,2021-01-01,5,10.0,B163,4,STAR SHINE,A Hamelin,K W Lui,130.0,130.0,1215.0,4,4.5,9.6,41.0,Class 2,GOOD,"TURF - ""B+2"" Course",2200000,Sha Tin,1600,23.0,95.59,7.49,7.49,7.05,10.57,12.94,10.27,10.68,6.57
72398,2020/2021,316,11,2021-01-01,6,5.0,D022,2,GENERAL'S DELIGHT,Z Purton,D J Whyte,130.0,117.0,1261.0,11,1.25,8.75,6.6,Class 2,GOOD,"TURF - ""B+2"" Course",2200000,Sha Tin,1600,33.0,95.66,20.82,14.31,14.16,7.93,9.46,8.82,8.17,10.11
72399,2020/2021,316,11,2021-01-01,7,2.0,D457,9,PACKING WALTHAM,C Soumillon,A S Cruz,121.0,118.0,1128.0,14,0.1,4.6,9.5,Class 2,GOOD,"TURF - ""B+2"" Course",2200000,Sha Tin,1600,23.0,95.69,25.0,25.0,0.0,25.0,10.87,9.2,10.37,7.36
72400,2020/2021,316,11,2021-01-01,8,7.0,C160,6,ASSIMILATE,M F Poon,K H Ting,121.0,122.0,1113.0,13,5.0,11.5,52.0,Class 2,GOOD,"TURF - ""B+2"" Course",2200000,Sha Tin,1600,19.0,96.0,5.24,4.16,6.51,8.5,8.5,4.85,6.07,8.74
72401,2020/2021,316,11,2021-01-01,9,8.0,C037,11,INVINCIBLE MISSILE,T Piccone,W Y So,119.0,120.0,1119.0,12,3.0,11.75,29.0,Class 2,GOOD,"TURF - ""B+2"" Course",2200000,Sha Tin,1600,12.0,96.0,8.89,6.67,13.33,5.56,7.31,6.6,7.78,7.78
72402,2020/2021,316,11,2021-01-01,10,2.0,D187,14,THE ROCK,M Chadwick,C Fownes,116.0,132.0,1188.0,9,0.75,4.25,15.0,Class 2,GOOD,"TURF - ""B+2"" Course",2200000,Sha Tin,1600,16.0,96.19,4.71,8.04,8.24,6.47,9.3,10.25,7.78,9.68
72403,2020/2021,316,11,2021-01-01,11,8.0,D085,1,SUPER OASIS,C Y Ho,P F Yiu,133.0,131.0,1148.0,8,5.25,8.5,29.0,Class 2,GOOD,"TURF - ""B+2"" Course",2200000,Sha Tin,1600,19.0,96.23,10.75,9.63,9.31,9.95,14.02,9.0,9.21,9.21
72404,2020/2021,316,11,2021-01-01,12,0.0,E194,7,ARTHUR'S KINGDOM,K C Leung,Y S Tsui,122.0,0.0,973.0,2,0.0,0.0,70.0,Class 2,GOOD,"TURF - ""B+2"" Course",2200000,Sha Tin,1600,45.0,96.4,5.19,3.76,6.44,8.94,5.53,7.87,7.37,6.2
72405,2020/2021,316,11,2021-01-01,13,10.0,E189,5,THE SUMMIT,B Shinn,D A Hayes,127.0,124.0,1072.0,10,6.0,11.0,59.0,Class 2,GOOD,"TURF - ""B+2"" Course",2200000,Sha Tin,1600,19.0,96.57,3.39,9.71,8.58,7.67,0.0,0.0,0.0,0.0
72406,2020/2021,316,11,2021-01-01,14,12.0,B034,12,KING OPIE,C Wong,F C Lor,113.0,113.0,1135.0,3,7.25,10.5,148.0,Class 2,GOOD,"TURF - ""B+2"" Course",2200000,Sha Tin,1600,12.0,97.02,4.76,3.7,4.23,7.41,8.84,8.43,11.04,11.04
