place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
1,5,BEAR CHUM(V203),K Teetan,D E Ferraris,117,1180,5,-,"1                                                            

2                                                            

1",0:57.19,5.8,1(601),Griffin Race - 1000M ,GOOD,"TURF - ""B"" Course","HK$ 800,000",Sha Tin,2016/05/01
2,1,LOOK ERAS(V123),K K Chiong,Y S Tsui,123,1021,7,N,"4                                                            

1                                                            

2",0:57.27,1.3,1(601),Griffin Race - 1000M ,GOOD,"TURF - ""B"" Course","HK$ 800,000",Sha Tin,2016/05/01
3,2,ARM RUNDA(V248),J Moreira,J Size,126,1174,2,1,"5                                                            

3                                                            

3",0:57.35,8.1,1(601),Griffin Race - 1000M ,GOOD,"TURF - ""B"" Course","HK$ 800,000",Sha Tin,2016/05/01
4,6,DON WONGCHOY(V259),H N Wong,Y S Tsui,110,1075,1,4-1/4,"7                                                            

6                                                            

4",0:57.85,21,1(601),Griffin Race - 1000M ,GOOD,"TURF - ""B"" Course","HK$ 800,000",Sha Tin,2016/05/01
5,4,HOLY UNICORN(V179),M Chadwick,A S Cruz,126,1051,4,6-1/2,"6                                                            

7                                                            

5",0:58.24,57,1(601),Griffin Race - 1000M ,GOOD,"TURF - ""B"" Course","HK$ 800,000",Sha Tin,2016/05/01
6,7,STRATHCLYDE(V225),D Whyte,A T Millard,117,1139,6,8,"3                                                            

4                                                            

6",0:58.48,15,1(601),Griffin Race - 1000M ,GOOD,"TURF - ""B"" Course","HK$ 800,000",Sha Tin,2016/05/01
7,3,FRUITION(V178),N Rawiller,J Size,126,1064,3,10,"2                                                            

5                                                            

7",0:58.80,23,1(601),Griffin Race - 1000M ,GOOD,"TURF - ""B"" Course","HK$ 800,000",Sha Tin,2016/05/01
1 DH,3,KING BOUNTIFUL(T105),J Moreira,J Size,133,1097,9,-,"6                                                            

7                                                            

8                                                            

8                                                            

8                                                            

1",2:17.97,3,2(602),Class 5 - 2200M - (40-15),GOOD,"TURF - ""B"" Course","HK$ 600,000",Sha Tin,2016/05/01
1 DH,4,MALAYAN PEARL(N416),G Lerena,D Cruz,130,1180,8,-,"4                                                            

5                                                            

6                                                            

6                                                            

6                                                            

1",2:17.97,49,2(602),Class 5 - 2200M - (40-15),GOOD,"TURF - ""B"" Course","HK$ 600,000",Sha Tin,2016/05/01
3,12,HOLY STAR(T068),K C Leung,D J Hall,116,1016,7,N,"3                                                            

4                                                            

4                                                            

4                                                            

5                                                            

3",2:18.02,11,2(602),Class 5 - 2200M - (40-15),GOOD,"TURF - ""B"" Course","HK$ 600,000",Sha Tin,2016/05/01
