place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
11,11,CHEERFUL FRAME(S300),T H So,C H Yip,115,1131,14,16,"13                                                            

12                                                            

11",1:13.18,61,1(750),Griffin Race - 1200M ,GOOD,"TURF - ""A+3"" Course","HK$ 750,000",Sha Tin,2014/07/01
12,9,SUM WIN DRAGON(S148),H W Lai,A Lee,124,1045,7,17,"12                                                            

13                                                            

12",1:13.31,81,1(750),Griffin Race - 1200M ,GOOD,"TURF - ""A+3"" Course","HK$ 750,000",Sha Tin,2014/07/01
13,1,FRESH AND FRESH(P407),A Suborics,P F Yiu,133,1049,4,17-1/4,"3                                                            

4                                                            

13",1:13.36,12,1(750),Griffin Race - 1200M ,GOOD,"TURF - ""A+3"" Course","HK$ 750,000",Sha Tin,2014/07/01
WV-A,4,HAPPY FRIENDSHIP(S074),C Y Ho,C W Chang,124,---,---,---,---,---,---,1(750),Griffin Race - 1200M ,GOOD,"TURF - ""A+3"" Course","HK$ 750,000",Sha Tin,2014/07/01
1,1,COLUMBUS LINE(N264),T Berry,K W Lui,132,1149,7,-,"4                                                            

3                                                            

1",1:10.23,3,2(751),Class 5 - 1200M - (40-0),GOOD,"TURF - ""A+3"" Course","HK$ 550,000",Sha Tin,2014/07/01
2,10,HAPPY GOAL(N213),K C Leung,L Ho,116,1055,6,1-1/2,"1                                                            

1                                                            

2",1:10.47,10,2(751),Class 5 - 1200M - (40-0),GOOD,"TURF - ""A+3"" Course","HK$ 550,000",Sha Tin,2014/07/01
3,9,POSITIVE ENERGY(P011),M Du Plessis,P F Yiu,120,1162,14,3-1/2,"2                                                            

2                                                            

3",1:10.80,8.2,2(751),Class 5 - 1200M - (40-0),GOOD,"TURF - ""A+3"" Course","HK$ 550,000",Sha Tin,2014/07/01
4,8,FLYING KEEPER(M191),J Moreira,C Fownes,121,1079,8,3-3/4,"10                                                            

12                                                            

4",1:10.82,7.7,2(751),Class 5 - 1200M - (40-0),GOOD,"TURF - ""A+3"" Course","HK$ 550,000",Sha Tin,2014/07/01
5,6,COSMO ONE(M410),A Suborics,Y S Tsui,123,1017,1,4,"3                                                            

4                                                            

5",1:10.89,5.7,2(751),Class 5 - 1200M - (40-0),GOOD,"TURF - ""A+3"" Course","HK$ 550,000",Sha Tin,2014/07/01
6,13,TAKE THE RAP(L369),W M Lai,T K Ng,113,1071,9,4-3/4,"6                                                            

5                                                            

6",1:10.98,18,2(751),Class 5 - 1200M - (40-0),GOOD,"TURF - ""A+3"" Course","HK$ 550,000",Sha Tin,2014/07/01
7,3,PROSPERITY AETHON(N391),T H So,D J Hall,126,1035,3,5-1/4,"8                                                            

8                                                            

7",1:11.09,31,2(751),Class 5 - 1200M - (40-0),GOOD,"TURF - ""A+3"" Course","HK$ 550,000",Sha Tin,2014/07/01
8,4,SHANTARAAM(N410),T Angland,R Gibson,128,1137,11,5-1/2,"12                                                            

11                                                            

8",1:11.10,11,2(751),Class 5 - 1200M - (40-0),GOOD,"TURF - ""A+3"" Course","HK$ 550,000",Sha Tin,2014/07/01
9,14,DRAGON CHOICE(L338),C K Tong,C W Chang,111,1130,5,5-1/2,"9                                                            

9                                                            

9",1:11.11,26,2(751),Class 5 - 1200M - (40-0),GOOD,"TURF - ""A+3"" Course","HK$ 550,000",Sha Tin,2014/07/01
10,5,CLASSIC FIGURE(L279),C Reith,A Lee,124,1135,10,6-1/4,"7                                                            

7                                                            

10",1:11.23,45,2(751),Class 5 - 1200M - (40-0),GOOD,"TURF - ""A+3"" Course","HK$ 550,000",Sha Tin,2014/07/01
11,12,TELECOM CHIEF(P025),K Teetan,D E Ferraris,114,1039,12,6-1/4,"14                                                            

13                                                            

11",1:11.24,66,2(751),Class 5 - 1200M - (40-0),GOOD,"TURF - ""A+3"" Course","HK$ 550,000",Sha Tin,2014/07/01
12,11,MIGHT AND VISION(S057),M Chadwick,A S Cruz,115,1049,4,6-1/2,"5                                                            

6                                                            

12",1:11.28,15,2(751),Class 5 - 1200M - (40-0),GOOD,"TURF - ""A+3"" Course","HK$ 550,000",Sha Tin,2014/07/01
13,7,ENJOY THE FUN(M030),C Y Lui,D Cruz,115,1125,13,8-1/2,"13                                                            

14                                                            

13",1:11.61,50,2(751),Class 5 - 1200M - (40-0),GOOD,"TURF - ""A+3"" Course","HK$ 550,000",Sha Tin,2014/07/01
14,2,SPLENDID VICTORY(P034),C Y Ho,A T Millard,130,1078,2,10,"11                                                            

10                                                            

14",1:11.83,42,2(751),Class 5 - 1200M - (40-0),GOOD,"TURF - ""A+3"" Course","HK$ 550,000",Sha Tin,2014/07/01
1,5,HIT A HOME RUN(N248),Z Purton,D J Hall,131,1095,11,-,"9                                                            

9                                                            

7                                                            

1",1:23.33,2.7,3(752),Class 5 - 1400M - (40-15),GOOD,"TURF - ""A+3"" Course","HK$ 550,000",Sha Tin,2014/07/01
2,3,BEST JADE TRIUMPH(P070),K Teetan,A Lee,131,967,8,2-1/2,"8                                                            

8                                                            

9                                                            

2",1:23.75,14,3(752),Class 5 - 1400M - (40-15),GOOD,"TURF - ""A+3"" Course","HK$ 550,000",Sha Tin,2014/07/01
3,9,HEAR THE ROAR(M152),T Angland,S Woods,128,1167,13,3-1/4,"12                                                            

12                                                            

10                                                            

3",1:23.90,10,3(752),Class 5 - 1400M - (40-15),GOOD,"TURF - ""A+3"" Course","HK$ 550,000",Sha Tin,2014/07/01
4,1,ISLAND SPRING(L238),K C Leung,P O'Sullivan,131,1188,6,4-1/4,"1                                                            

1                                                            

1                                                            

4",1:24.03,10,3(752),Class 5 - 1400M - (40-15),GOOD,"TURF - ""A+3"" Course","HK$ 550,000",Sha Tin,2014/07/01
5,14,JUST GOOD(L133),J Moreira,Y S Tsui,116,1101,12,4-1/2,"11                                                            

11                                                            

11                                                            

5",1:24.07,10,3(752),Class 5 - 1400M - (40-15),GOOD,"TURF - ""A+3"" Course","HK$ 550,000",Sha Tin,2014/07/01
6,6,SUPER CAGA(K054),M Chadwick,R Gibson,131,1278,4,6,"4                                                            

3                                                            

2                                                            

6",1:24.28,5.4,3(752),Class 5 - 1400M - (40-15),GOOD,"TURF - ""A+3"" Course","HK$ 550,000",Sha Tin,2014/07/01
7,11,SUPER HORSE(L308),W M Lai,C W Chang,127,1119,3,6-3/4,"13                                                            

13                                                            

13                                                            

7",1:24.41,48,3(752),Class 5 - 1400M - (40-15),GOOD,"TURF - ""A+3"" Course","HK$ 550,000",Sha Tin,2014/07/01
8,2,NO TIES(N271),C Reith,C S Shum,132,1120,5,8,"6                                                            

6                                                            

4                                                            

8",1:24.62,23,3(752),Class 5 - 1400M - (40-15),GOOD,"TURF - ""A+3"" Course","HK$ 550,000",Sha Tin,2014/07/01
9,13,NEWS SUPREME(P296),C Y Ho,D Cruz,120,1063,10,9-1/2,"10                                                            

10                                                            

12                                                            

9",1:24.85,31,3(752),Class 5 - 1400M - (40-15),GOOD,"TURF - ""A+3"" Course","HK$ 550,000",Sha Tin,2014/07/01
10,10,WINNING ADVANTAGE(N359),H W Lai,A T Millard,125,1095,14,11-1/4,"14                                                            

14                                                            

14                                                            

10",1:25.15,36,3(752),Class 5 - 1400M - (40-15),GOOD,"TURF - ""A+3"" Course","HK$ 550,000",Sha Tin,2014/07/01
11,7,ALWAYS WONDERFUL(P347),C Y Lui,P F Yiu,123,1170,2,14-3/4,"5                                                            

5                                                            

6                                                            

11",1:25.71,97,3(752),Class 5 - 1400M - (40-15),GOOD,"TURF - ""A+3"" Course","HK$ 550,000",Sha Tin,2014/07/01
12,8,TIME WINNER(P013),T Berry,W Y So,128,1106,1,15-1/4,"3                                                            

4                                                            

5                                                            

12",1:25.79,12,3(752),Class 5 - 1400M - (40-15),GOOD,"TURF - ""A+3"" Course","HK$ 550,000",Sha Tin,2014/07/01
13,4,HELEN'S CHOICE(P185),N Callan,K W Lui,131,1180,7,19,"7                                                            

7                                                            

8                                                            

13",1:26.38,11,3(752),Class 5 - 1400M - (40-15),GOOD,"TURF - ""A+3"" Course","HK$ 550,000",Sha Tin,2014/07/01
14,12,TRILLION TREASURE(P156),A Suborics,A Schutz,123,1042,9,23-1/2,"2                                                            

2                                                            

3                                                            

14",1:27.07,99,3(752),Class 5 - 1400M - (40-15),GOOD,"TURF - ""A+3"" Course","HK$ 550,000",Sha Tin,2014/07/01
WV,,SOLAR BOY(L213),T H So,L Ho,128,---,---,---,---,---,---,3(752),Class 5 - 1400M - (40-15),GOOD,"TURF - ""A+3"" Course","HK$ 550,000",Sha Tin,2014/07/01
WV,,YOUNG HAPPY(M305),H W Lai,D E Ferraris,126,---,---,---,---,---,---,3(752),Class 5 - 1400M - (40-15),GOOD,"TURF - ""A+3"" Course","HK$ 550,000",Sha Tin,2014/07/01
1,5,LOVELY DELOVELY(S022),J Moreira,D Cruz,127,1048,13,-,"1                                                            

1                                                            

1",0:55.92,1.9,4(753),Class 4 - 1000M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
2,11,VICTORY GENERAL(L396),C Y Ho,C Fownes,120,1069,2,4,"4                                                            

3                                                            

2",0:56.56,16,4(753),Class 4 - 1000M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
3,14,SIR JOHN(P344),W M Lai,T K Ng,118,1152,12,4-1/4,"3                                                            

4                                                            

3",0:56.60,14,4(753),Class 4 - 1000M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
4,10,REAL FIT(P418),M Chadwick,A S Cruz,123,1029,6,5-3/4,"9                                                            

5                                                            

4",0:56.83,13,4(753),Class 4 - 1000M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
5,7,SEA RUBY(S238),T Berry,J Moore,125,1222,10,6-3/4,"2                                                            

2                                                            

5",0:57.00,6,4(753),Class 4 - 1000M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
6,2,PERI PERI SAFFRON(N055),K C Leung,L Ho,128,1178,8,7,"13                                                            

9                                                            

6",0:57.05,24,4(753),Class 4 - 1000M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
7,13,SECRET IDENTITY(P430),M Du Plessis,P F Yiu,119,1020,7,8-1/4,"6                                                            

7                                                            

7",0:57.23,44,4(753),Class 4 - 1000M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
8,12,KING BROTHER(S178),T Angland,K L Man,121,1071,11,8-1/2,"5                                                            

6                                                            

8",0:57.27,68,4(753),Class 4 - 1000M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
9,1,CALL ME ACHIEVER(N134),C Reith,Y S Tsui,132,1207,1,10-1/4,"7                                                            

8                                                            

9",0:57.55,92,4(753),Class 4 - 1000M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
10,6,MASSIVE IMPACT(P374),C K Tong,R Gibson,124,1101,9,13-1/2,"12                                                            

13                                                            

10",0:58.09,99,4(753),Class 4 - 1000M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
11,4,MELLIFLUENT(S059),N Callan,C S Shum,129,1151,3,13-1/2,"14                                                            

14                                                            

11",0:58.10,4.7,4(753),Class 4 - 1000M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
12,3,GLORIOUS AVENUE(S181),T H So,C H Yip,127,1026,4,13-3/4,"11                                                            

10                                                            

12",0:58.11,99,4(753),Class 4 - 1000M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
13,8,KING OF SMARTS(S176),K Teetan,A Lee,118,1060,14,13-3/4,"8                                                            

12                                                            

13",0:58.12,99,4(753),Class 4 - 1000M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
14,9,HOUSE OF LUCK(S127),H W Lai,K W Lui,121,1087,5,14-3/4,"10                                                            

11                                                            

14",0:58.28,99,4(753),Class 4 - 1000M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
WV,,CHINA POWER(M400),K Teetan,A T Millard,123,---,---,---,---,---,---,4(753),Class 4 - 1000M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
1,5,KYNAM(P213),K C Leung,J Moore,127,1127,14,-,"1                                                            

1                                                            

1                                                            

1",1:23.47,12,5(754),Class 4 - 1400M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
2,3,YOUNG TALENT(N202),N Callan,C Fownes,130,1101,9,3/4,"6                                                            

5                                                            

4                                                            

2",1:23.62,9.9,5(754),Class 4 - 1400M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
3,2,MY GOAL(J131),W M Lai,K W Lui,131,1070,4,1-1/4,"4                                                            

4                                                            

2                                                            

3",1:23.70,7,5(754),Class 4 - 1400M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
4,10,VARA PEARL(S138),J Moreira,A T Millard,124,1027,13,2-1/2,"8                                                            

9                                                            

7                                                            

4",1:23.88,4.6,5(754),Class 4 - 1400M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
5,14,PLAIN BLUE BANNER(S070),K Teetan,D E Ferraris,117,1073,12,2-3/4,"12                                                            

14                                                            

10                                                            

5",1:23.91,12,5(754),Class 4 - 1400M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
6,9,UNIQUE HAPPIEST(S245),C Y Ho,C W Chang,122,1141,1,2-3/4,"5                                                            

6                                                            

8                                                            

6",1:23.91,28,5(754),Class 4 - 1400M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
7,7,COLLAGEN(P302),M Du Plessis,P O'Sullivan,125,1152,3,3,"3                                                            

2                                                            

3                                                            

7",1:23.94,15,5(754),Class 4 - 1400M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
8,11,ALL TIMES LUCKY(P064),T Berry,C H Yip,123,1032,2,3,"9                                                            

8                                                            

6                                                            

8",1:23.96,7,5(754),Class 4 - 1400M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
9,13,FRIENDS OF YAN OI(M406),M Chadwick,T P Yung,119,1162,6,3-1/4,"10                                                            

10                                                            

11                                                            

9",1:24.01,12,5(754),Class 4 - 1400M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
10,4,BEAUTY AHEAD(S182),C Reith,W Y So,129,1216,5,5-1/4,"7                                                            

7                                                            

9                                                            

10",1:24.33,18,5(754),Class 4 - 1400M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
11,8,FIVE STEP(P448),T Angland,T P Yung,124,1054,8,6-1/2,"13                                                            

13                                                            

13                                                            

11",1:24.51,18,5(754),Class 4 - 1400M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
12,1,CIRCUIT FORTUNE(P357),Z Purton,K L Man,133,1017,10,9-1/4,"11                                                            

12                                                            

12                                                            

12",1:24.96,6.7,5(754),Class 4 - 1400M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
13,12,LIBERAL OF MIND(P122),A Suborics,Y S Tsui,123,967,7,10-3/4,"14                                                            

11                                                            

14                                                            

13",1:25.20,99,5(754),Class 4 - 1400M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
14,6,WINNING NINE(P393),C K Tong,T P Yung,121,1155,11,17,"2                                                            

3                                                            

5                                                            

14",1:26.18,99,5(754),Class 4 - 1400M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
WV,,AMBITIOUS TREASURE(J173),H W Lai,A Lee,123,---,---,---,---,---,---,5(754),Class 4 - 1400M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
1,3,NOVEL START(M255),C Y Lui,T K Ng,112,1098,3,-,"1                                                            

1                                                            

1",1:09.53,19,6(755),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2014/07/01
2,11,EL GRANDE(L378),C Y Ho,D J Hall,116,1077,6,N,"7                                                            

6                                                            

2",1:09.58,6.3,6(755),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2014/07/01
3,4,HURRY HURRY UP(N218),N Callan,C Fownes,128,1087,5,1/2,"3                                                            

3                                                            

3",1:09.63,5.4,6(755),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2014/07/01
4,8,GRAND PLUS(S066),J Moreira,J Size,125,1061,4,1-1/4,"4                                                            

4                                                            

4",1:09.73,2.5,6(755),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2014/07/01
5,10,CONFUCIUS ELITE(N381),K Teetan,S Woods,120,1153,1,1-3/4,"2                                                            

2                                                            

5",1:09.82,5.6,6(755),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2014/07/01
6,7,SILVER DRAGON(M326),Z Purton,Y S Tsui,126,1116,10,3-1/2,"10                                                            

10                                                            

6",1:10.08,28,6(755),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2014/07/01
7,2,AMBITIOUS GLORY(P110),H W Lai,A Lee,127,1169,7,3-1/2,"5                                                            

5                                                            

7",1:10.09,13,6(755),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2014/07/01
8,6,REAL CHAMPION(M414),A Suborics,C W Chang,126,1226,11,4,"9                                                            

9                                                            

8",1:10.16,38,6(755),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2014/07/01
9,12,TELECOM TOP STAR(L276),K C Leung,K W Lui,115,1082,8,4-1/2,"11                                                            

11                                                            

9",1:10.23,99,6(755),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2014/07/01
10,1,EASY SUCCESS(P170),B Prebble,W Y So,133,1081,9,4-1/2,"8                                                            

7                                                            

10",1:10.24,14,6(755),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2014/07/01
11,9,SUCCESSFUL LEADER(P353),T Berry,C H Yip,122,1072,12,15-1/2,"12                                                            

12                                                            

11",1:12.01,76,6(755),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2014/07/01
12,5,LUCKY PIONEER(S174),T Angland,T P Yung,126,1029,2,18-1/4,"6                                                            

8                                                            

12",1:12.46,48,6(755),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2014/07/01
WV,,EXCITABLE BOY(P440),C Reith,A Schutz,128,---,---,---,---,---,---,6(755),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2014/07/01
1,8,FASTER MORE(P368),J Moreira,P F Yiu,125,1153,4,-,"5                                                            

5                                                            

4                                                            

1",1:35.64,2.3,7(756),Class 4 - 1600M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
2,13,GOOD FIT(S131),W M Lai,C W Chang,120,1059,10,2-1/4,"11                                                            

12                                                            

11                                                            

2",1:36.00,17,7(756),Class 4 - 1600M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
3,10,ELEGANCE KLAMMER(M228),C Reith,A Schutz,124,1050,12,2-1/2,"9                                                            

9                                                            

5                                                            

3",1:36.06,11,7(756),Class 4 - 1600M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
4,2,DEMOKLES(P116),A Suborics,C H Yip,131,1008,14,2-3/4,"7                                                            

7                                                            

2                                                            

4",1:36.08,26,7(756),Class 4 - 1600M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
5,4,ONGOING VOLATILITY(S103),T Angland,L Ho,131,1102,2,4-1/4,"10                                                            

11                                                            

8                                                            

5",1:36.33,7.9,7(756),Class 4 - 1600M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
6,5,DUAL HAPPY(N427),Z Purton,K L Man,130,994,6,5,"6                                                            

6                                                            

12                                                            

6",1:36.42,30,7(756),Class 4 - 1600M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
7,1,INDIGO WAY(M227),H W Lai,K W Lui,130,1092,5,5-1/4,"13                                                            

14                                                            

14                                                            

7",1:36.48,81,7(756),Class 4 - 1600M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
8,7,ROYALE ELEGANCE(S098),T Berry,J Moore,128,1045,8,6-3/4,"12                                                            

10                                                            

7                                                            

8",1:36.71,11,7(756),Class 4 - 1600M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
9,11,CLASSY VICTOR(P291),M Du Plessis,A T Millard,122,1111,11,7-1/4,"2                                                            

3                                                            

9                                                            

9",1:36.81,13,7(756),Class 4 - 1600M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
10,9,ROBUST MOMENTUM(P422),C Y Ho,C Fownes,123,1193,9,8-1/4,"4                                                            

2                                                            

3                                                            

10",1:36.96,24,7(756),Class 4 - 1600M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
11,12,VERY WELL(M161),C Y Lui,D Cruz,114,1161,7,9-1/4,"1                                                            

1                                                            

1                                                            

11",1:37.12,55,7(756),Class 4 - 1600M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
12,14,XILAI XIANZI(N088),M Chadwick,R Gibson,118,1111,3,11,"14                                                            

13                                                            

13                                                            

12",1:37.39,43,7(756),Class 4 - 1600M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
13,6,ISLAND GARDEN(P247),B Prebble,W Y So,130,1084,1,12-1/2,"8                                                            

8                                                            

10                                                            

13",1:37.65,7.8,7(756),Class 4 - 1600M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
14,3,EMPEROR CLAUDIUS(M128),K Teetan,J Size,131,1010,13,16-3/4,"3                                                            

4                                                            

6                                                            

14",1:38.33,20,7(756),Class 4 - 1600M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 725,000",Sha Tin,2014/07/01
1,10,SMART MAN(P103),T Berry,J Moore,117,1118,8,-,"9                                                            

10                                                            

1",1:08.52,5.9,8(757),Class 2 - 1200M - (105-80),WET SLOW,ALL WEATHER TRACK,"HK$ 1,400,000",Sha Tin,2014/07/01
2,12,SILLY BUDDIES(S054),K Teetan,J Size,113,1060,10,SH,"10                                                            

9                                                            

2",1:08.53,10,8(757),Class 2 - 1200M - (105-80),WET SLOW,ALL WEATHER TRACK,"HK$ 1,400,000",Sha Tin,2014/07/01
3,7,GREAT SPIRIT(P037),C Y Ho,P F Yiu,119,1030,12,1-1/2,"11                                                            

11                                                            

3",1:08.76,34,8(757),Class 2 - 1200M - (105-80),WET SLOW,ALL WEATHER TRACK,"HK$ 1,400,000",Sha Tin,2014/07/01
4,6,BERLINSKI(P014),Z Purton,D J Hall,122,1144,6,1-1/2,"6                                                            

5                                                            

4",1:08.78,8.1,8(757),Class 2 - 1200M - (105-80),WET SLOW,ALL WEATHER TRACK,"HK$ 1,400,000",Sha Tin,2014/07/01
5,1,LORD SINCLAIR(N447),B Prebble,S Woods,133,1176,7,2-1/4,"8                                                            

8                                                            

5",1:08.87,3.9,8(757),Class 2 - 1200M - (105-80),WET SLOW,ALL WEATHER TRACK,"HK$ 1,400,000",Sha Tin,2014/07/01
6,9,OUR FOLKS(P400),C Reith,C W Chang,119,1133,4,3-1/4,"4                                                            

4                                                            

6",1:09.03,31,8(757),Class 2 - 1200M - (105-80),WET SLOW,ALL WEATHER TRACK,"HK$ 1,400,000",Sha Tin,2014/07/01
