place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
1,8,MASTER FAY(E162),J Moreira,C Fownes,126,1185,11,-,"7                                                        

6                                                        

1",1:09.68,1.6,1(306),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B+2"" Course","HK$ 1,000,000",Sha Tin,2021/01/01
2,10,TRAVEL GLORY(E170),V Borges,C W Chang,126,1047,1,2-1/2,"5                                                        

4                                                        

2",1:10.09,122,1(306),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B+2"" Course","HK$ 1,000,000",Sha Tin,2021/01/01
3,14,BRILLIANT(C005),K C Leung,C H Yip,118,1015,3,3-3/4,"8                                                        

9                                                        

3",1:10.29,21,1(306),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B+2"" Course","HK$ 1,000,000",Sha Tin,2021/01/01
4,6,JOYFUL WIN(D451),T Piccone,P F Yiu,126,1130,2,4,"1                                                        

1                                                        

4",1:10.31,72,1(306),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B+2"" Course","HK$ 1,000,000",Sha Tin,2021/01/01
5,12,VIGOR CHAMP(C498),Z Purton,K H Ting,121,998,13,4,"13                                                        

10                                                        

5",1:10.34,6.7,1(306),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B+2"" Course","HK$ 1,000,000",Sha Tin,2021/01/01
6,11,CHAMPION PRIDE(B049),B Shinn,D E Ferraris,123,1307,7,5-1/4,"10                                                        

11                                                        

6",1:10.53,35,1(306),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B+2"" Course","HK$ 1,000,000",Sha Tin,2021/01/01
7,2,CHIRON(E151),C Soumillon,D A Hayes,126,1152,5,5-1/2,"6                                                        

5                                                        

7",1:10.56,9.6,1(306),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B+2"" Course","HK$ 1,000,000",Sha Tin,2021/01/01
8,5,GOLDEN BOLT(E042),K Teetan,D J Whyte,126,1032,8,6,"12                                                        

8                                                        

8",1:10.62,60,1(306),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B+2"" Course","HK$ 1,000,000",Sha Tin,2021/01/01
9,3,FORTUNE CARRIER(E187),A Badel,C S Shum,126,1145,10,6,"2                                                        

2                                                        

9",1:10.63,12,1(306),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B+2"" Course","HK$ 1,000,000",Sha Tin,2021/01/01
10,1,BRILLIANT CHINA(D486),C Schofield,T P Yung,126,1059,12,6-1/2,"14                                                        

13                                                        

10",1:10.74,36,1(306),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B+2"" Course","HK$ 1,000,000",Sha Tin,2021/01/01
11,4,FULL SAILING(C337),H T Mo,Y S Tsui,123,1157,6,7-1/4,"4                                                        

7                                                        

11",1:10.84,202,1(306),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B+2"" Course","HK$ 1,000,000",Sha Tin,2021/01/01
12,9,OH BRAVO(E037),A Hamelin,W Y So,126,1173,4,7-1/4,"9                                                        

12                                                        

12",1:10.85,25,1(306),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B+2"" Course","HK$ 1,000,000",Sha Tin,2021/01/01
13,7,KRAYT'S GOLD(E049),C Y Ho,F C Lor,126,1007,9,9,"11                                                        

14                                                        

13",1:11.10,130,1(306),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B+2"" Course","HK$ 1,000,000",Sha Tin,2021/01/01
