place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
1,2,AMBITIOUS KING(P242),U Rispoli,A T Millard,124,1174,12,-,"1                                                            

1                                                            

1",1:10.54,10,1(201),Class 4 (Restricted) - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 750,000",Sha Tin,2013/12/01
2,6,FIRE STARTER(S002),O Doleuze,R Gibson,120,1058,6,N,"5                                                            

4                                                            

2",1:10.58,7.9,1(201),Class 4 (Restricted) - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 750,000",Sha Tin,2013/12/01
3,11,YO-YO DA(S104),A Suborics,W Y So,120,1148,1,N,"6                                                            

5                                                            

3",1:10.60,68,1(201),Class 4 (Restricted) - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 750,000",Sha Tin,2013/12/01
4,3,LUCKY BONUS(P042),B Prebble,C S Shum,122,1111,11,1,"4                                                            

6                                                            

4",1:10.70,9.7,1(201),Class 4 (Restricted) - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 750,000",Sha Tin,2013/12/01
5,12,FAMILY INTERESTS(P437),C Y Ho,C Fownes,116,1151,8,1-1/4,"10                                                            

9                                                            

5",1:10.72,99,1(201),Class 4 (Restricted) - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 750,000",Sha Tin,2013/12/01
6,4,AH BO(P295),M L Yeung,C H Yip,118,1110,9,2,"12                                                            

11                                                            

6",1:10.84,23,1(201),Class 4 (Restricted) - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 750,000",Sha Tin,2013/12/01
7,1,FANTASTIC KAKA(P363),G Mosse,L Ho,126,1092,7,2-3/4,"7                                                            

8                                                            

7",1:10.98,2.9,1(201),Class 4 (Restricted) - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 750,000",Sha Tin,2013/12/01
8,8,GRAND PLUS(S066),T Angland,J Size,120,1081,2,4,"3                                                            

2                                                            

8",1:11.17,5.4,1(201),Class 4 (Restricted) - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 750,000",Sha Tin,2013/12/01
9,9,INVESTAR WIN(P389),N Callan,J Moore,120,1157,5,4-1/4,"9                                                            

10                                                            

9",1:11.24,5.6,1(201),Class 4 (Restricted) - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 750,000",Sha Tin,2013/12/01
10,5,EAGLE KING(S058),H W Lai,K L Man,118,1029,4,6-1/4,"8                                                            

7                                                            

10",1:11.52,99,1(201),Class 4 (Restricted) - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 750,000",Sha Tin,2013/12/01
11,10,KIM GLORY(S087),Z Purton,Y S Tsui,120,1182,3,8-1/4,"2                                                            

3                                                            

11",1:11.85,11,1(201),Class 4 (Restricted) - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 750,000",Sha Tin,2013/12/01
12,7,GO SANDY GO(S021),C O'Donoghue,D J Hall,120,1143,10,10,"11                                                            

12                                                            

12",1:12.13,82,1(201),Class 4 (Restricted) - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 750,000",Sha Tin,2013/12/01
1,3,SOLAR BOY(L213),C Y Lui,L Ho,124,1079,10,-,"1                                                            

1                                                            

1",1:09.36,14,2(202),Class 5 - 1200M - (40-0),GOOD,ALL WEATHER TRACK,"HK$ 550,000",Sha Tin,2013/12/01
2,4,WINSOME(M261),G Mosse,W Y So,131,1126,12,1-1/4,"4                                                            

4                                                            

2",1:09.57,38,2(202),Class 5 - 1200M - (40-0),GOOD,ALL WEATHER TRACK,"HK$ 550,000",Sha Tin,2013/12/01
3,5,TAI PO FORTUNE(P081),T Angland,T P Yung,130,1073,11,1-3/4,"5                                                            

6                                                            

3",1:09.67,16,2(202),Class 5 - 1200M - (40-0),GOOD,ALL WEATHER TRACK,"HK$ 550,000",Sha Tin,2013/12/01
4,6,DIAMOND ANGEL(M212),W M Lai,K L Man,129,1086,7,2-1/2,"3                                                            

3                                                            

4",1:09.77,3.8,2(202),Class 5 - 1200M - (40-0),GOOD,ALL WEATHER TRACK,"HK$ 550,000",Sha Tin,2013/12/01
5,1,JUST MISTERE(P012),Z Purton,Y S Tsui,133,1161,2,3,"11                                                            

10                                                            

5",1:09.86,2.8,2(202),Class 5 - 1200M - (40-0),GOOD,ALL WEATHER TRACK,"HK$ 550,000",Sha Tin,2013/12/01
6,9,SPLENDID GUY(N183),U Rispoli,A T Millard,126,1078,8,3-1/4,"10                                                            

11                                                            

6",1:09.89,10,2(202),Class 5 - 1200M - (40-0),GOOD,ALL WEATHER TRACK,"HK$ 550,000",Sha Tin,2013/12/01
