place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
1,9,SWEET BEAN(S205),J Moreira,C Fownes,120,995,4,-,"6                                                            

5                                                            

5                                                            

5                                                            

1",1:51.41,2.4,1(140),Class 5 - 1800M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 600,000",Happy Valley,2015/11/01
2,4,SUCCESSFUL LEADER(P353),N Callan,C H Yip,131,1087,5,1/2,"5                                                            

6                                                            

6                                                            

7                                                            

2",1:51.48,5.7,1(140),Class 5 - 1800M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 600,000",Happy Valley,2015/11/01
3,5,ISLAND FLYER(S423),K C Leung,P F Yiu,128,1073,10,2-1/2,"9                                                            

9                                                            

10                                                            

9                                                            

3",1:51.79,27,1(140),Class 5 - 1800M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 600,000",Happy Valley,2015/11/01
4,11,LITTLE RAINFOREST(N101),H W Lai,K L Man,115,1001,9,2-3/4,"3                                                            

3                                                            

3                                                            

4                                                            

4",1:51.85,23,1(140),Class 5 - 1800M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 600,000",Happy Valley,2015/11/01
5,10,WINSOME SMILE(T061),M L Yeung,A Schutz,117,1076,7,4,"10                                                            

10                                                            

9                                                            

10                                                            

5",1:52.06,79,1(140),Class 5 - 1800M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 600,000",Happy Valley,2015/11/01
6,8,MIZZEN GREY(N192),D Whyte,T K Ng,120,1046,6,4-1/4,"4                                                            

4                                                            

4                                                            

3                                                            

6",1:52.09,5.1,1(140),Class 5 - 1800M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 600,000",Happy Valley,2015/11/01
7,6,SUPER STRIKE(L393),Z Purton,A Schutz,125,1041,3,4-1/2,"8                                                            

8                                                            

7                                                            

6                                                            

7",1:52.14,13,1(140),Class 5 - 1800M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 600,000",Happy Valley,2015/11/01
8,12,VIVA GUY(K318),Y T Cheng,L Ho,114,1083,12,4-3/4,"12                                                            

12                                                            

12                                                            

12                                                            

8",1:52.16,45,1(140),Class 5 - 1800M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 600,000",Happy Valley,2015/11/01
9,1,SPICY SIAM(N090),C Y Ho,D E Ferraris,131,1078,1,4-3/4,"11                                                            

11                                                            

11                                                            

11                                                            

9",1:52.17,21,1(140),Class 5 - 1800M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 600,000",Happy Valley,2015/11/01
10,3,JUST PLEASANT(S006),R Fourie,Y S Tsui,131,965,8,7-1/4,"7                                                            

7                                                            

8                                                            

8                                                            

10",1:52.56,77,1(140),Class 5 - 1800M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 600,000",Happy Valley,2015/11/01
11,7,CULTURAL CITY(N263),K Teetan,A Lee,123,1061,11,9-1/2,"1                                                            

2                                                            

2                                                            

1                                                            

11",1:52.92,9.3,1(140),Class 5 - 1800M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 600,000",Happy Valley,2015/11/01
12,2,HAPPY FRIENDSHIP(S074),C Schofield,S Woods,131,921,2,25-3/4,"2                                                            

1                                                            

1                                                            

2                                                            

12",1:55.51,11,1(140),Class 5 - 1800M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 600,000",Happy Valley,2015/11/01
1,12,SOUTHCHINA COMMAND(S290),C Schofield,C Fownes,116,1100,10,-,"11                                                            

11                                                            

10                                                            

1",1:41.23,11,2(141),Class 5 - 1650M - (40-15),GOOD,"TURF - ""A"" Course","HK$ 600,000",Happy Valley,2015/11/01
