place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
8,9,PLANET GIANT(T295),C Y Ho,R Gibson,117,1098,8,6-3/4,"11                                                            

11                                                            

8",1:11.96,35,5(372),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 800,000",Happy Valley,2016/02/03
9,8,GOOD LUCK MAN(T319),H N Wong,C H Yip,112,1061,2,7,"7                                                            

5                                                            

9",1:12.03,10,5(372),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 800,000",Happy Valley,2016/02/03
10,6,GOLDEN CANNON(T022),Y T Cheng,D Cruz,124,973,11,7-1/2,"5                                                            

7                                                            

10",1:12.10,104,5(372),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 800,000",Happy Valley,2016/02/03
11,3,JOYFUL THE GREAT(N407),G Mosse,K L Man,131,1081,9,9-1/2,"4                                                            

2                                                            

11",1:12.42,13,5(372),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 800,000",Happy Valley,2016/02/03
12,12,SGT ROCK(T307),H W Lai,L Ho,114,1060,7,15-1/2,"12                                                            

12                                                            

12",1:13.39,174,5(372),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 800,000",Happy Valley,2016/02/03
WX,,PROMPT EXPRESS(T168),K Teetan,P F Yiu,115,---,---,---,---,---,---,5(372),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 800,000",Happy Valley,2016/02/03
1,3,FOODIE(S434),R Moore,C S Shum,128,1078,6,-,"9                                                            

7                                                            

6                                                            

1",1:41.63,9.1,6(373),Class 3 - 1650M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
2,5,CHATER DREAM(P117),K Teetan,D E Ferraris,125,1120,7,N,"4                                                            

5                                                            

5                                                            

2",1:41.70,38,6(373),Class 3 - 1650M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
3,11,ACCLAIMED LIGHT(T369),K C Leung,P O'Sullivan,115,1017,12,1,"12                                                            

12                                                            

9                                                            

3",1:41.79,14,6(373),Class 3 - 1650M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
4,6,FORMULA WON(P183),N Callan,C Fownes,125,1040,9,1-1/4,"10                                                            

10                                                            

10                                                            

4",1:41.81,21,6(373),Class 3 - 1650M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
5,8,RED MARVEL(T417),Y T Cheng,J Size,121,1074,8,2-1/4,"2                                                            

2                                                            

2                                                            

5",1:41.99,4.7,6(373),Class 3 - 1650M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
6,10,CHINA DELIGHT(N148),M L Yeung,K W Lui,117,1051,11,2-3/4,"11                                                            

9                                                            

7                                                            

6",1:42.07,28,6(373),Class 3 - 1650M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
7,9,BEAUTY KINGDOM(T189),S de Sousa,A S Cruz,120,1092,10,4-1/2,"7                                                            

8                                                            

8                                                            

7",1:42.36,2.8,6(373),Class 3 - 1650M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
8,1,LOTUS BREEZE(T112),B Prebble,W Y So,133,1079,1,4-3/4,"6                                                            

4                                                            

3                                                            

8",1:42.38,6.3,6(373),Class 3 - 1650M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
9,4,THE SHOW(T256),H N Wong,C H Yip,120,1085,5,6-1/2,"3                                                            

3                                                            

4                                                            

9",1:42.68,13,6(373),Class 3 - 1650M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
10,12,LET ME DO(S316),C Y Ho,D J Hall,115,1110,2,6-3/4,"1                                                            

1                                                            

1                                                            

10",1:42.71,51,6(373),Class 3 - 1650M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
11,2,GOLDEN CHOPSTICKS(P120),H W Lai,A Lee,131,1165,4,8-3/4,"8                                                            

11                                                            

12                                                            

11",1:43.04,27,6(373),Class 3 - 1650M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
12,7,TRUMP(P106),G Mosse,K L Man,125,1149,3,12-1/2,"5                                                            

6                                                            

11                                                            

12",1:43.62,12,6(373),Class 3 - 1650M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
1,11,DASHING KING(T297),Y T Cheng,W Y So,120,1101,7,-,"2                                                            

2                                                            

2                                                            

1",1:41.32,19,7(374),Class 3 - 1650M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
2,7,ULTIMATE GLORY(S235),G Mosse,K L Man,124,1221,10,SH,"4                                                            

4                                                            

3                                                            

2",1:41.33,10,7(374),Class 3 - 1650M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
3,4,HEROIC GURU(S260),B Prebble,D J Hall,129,1054,2,N,"8                                                            

6                                                            

7                                                            

3",1:41.38,3.1,7(374),Class 3 - 1650M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
4,2,SUPEROI(T017),N Callan,D Cruz,132,1054,8,1/2,"5                                                            

5                                                            

5                                                            

4",1:41.41,5.3,7(374),Class 3 - 1650M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
5,5,FIVE UP HIGH(S276),K Teetan,A T Millard,125,1136,5,1-1/4,"1                                                            

1                                                            

1                                                            

5",1:41.53,18,7(374),Class 3 - 1650M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
6,8,GOOD CHOICE(P423),R Moore,S Woods,123,1044,4,2-1/4,"9                                                            

9                                                            

9                                                            

6",1:41.69,9.2,7(374),Class 3 - 1650M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
7,3,KA YING KID(P189),M L Yeung,T P Yung,128,1088,12,3-1/2,"12                                                            

12                                                            

12                                                            

7",1:41.90,40,7(374),Class 3 - 1650M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
8,6,ROYAL PARTNER(N394),Z Purton,C Fownes,125,1108,1,4-1/4,"3                                                            

3                                                            

4                                                            

8",1:41.99,6.5,7(374),Class 3 - 1650M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
9,1,LITTLE DRAGON(S264),H W Lai,P F Yiu,133,1060,6,4-1/4,"10                                                            

10                                                            

10                                                            

9",1:42.01,7.2,7(374),Class 3 - 1650M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
10,10,SALSA BROTHERS(V022),S de Sousa,C S Shum,121,1104,9,5-3/4,"11                                                            

11                                                            

11                                                            

10",1:42.23,33,7(374),Class 3 - 1650M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
11,9,GRAND HARBOUR(P421),K C Leung,J Moore,121,1203,11,6-1/2,"6                                                            

7                                                            

6                                                            

11",1:42.35,31,7(374),Class 3 - 1650M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
12,12,GLACIER BLUE(P062),C Y Ho,R Gibson,115,1140,3,9,"7                                                            

8                                                            

8                                                            

12",1:42.76,55,7(374),Class 3 - 1650M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
1,5,FANTASTIC FEELING(T273),R Moore,D E Ferraris,125,1179,7,-,"8                                                            

7                                                            

1",1:10.45,3,8(375),Class 3 - 1200M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
2,2,RAINBOW FIGHTER(N193),G Mosse,D Cruz,133,1097,2,1,"3                                                            

3                                                            

2",1:10.62,16,8(375),Class 3 - 1200M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
3,10,FORTUNE BO BO(V017),S de Sousa,T P Yung,118,1106,1,1-1/4,"1                                                            

1                                                            

3",1:10.65,5,8(375),Class 3 - 1200M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
4,12,BACK IN BLACK(T358),K Teetan,P O'Sullivan,116,1059,11,1-1/2,"10                                                            

10                                                            

4",1:10.68,10,8(375),Class 3 - 1200M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
5,1,LOOKS LIKE THE CAT(T238),Z Purton,C Fownes,133,1168,8,2-1/4,"9                                                            

9                                                            

5",1:10.80,23,8(375),Class 3 - 1200M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
6,4,ROUNDABOUT(T352),B Prebble,W Y So,126,1112,9,2-1/4,"11                                                            

11                                                            

6",1:10.80,11,8(375),Class 3 - 1200M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
7,11,GREAT RUN(P223),H W Lai,A T Millard,117,1123,12,2-3/4,"12                                                            

12                                                            

7",1:10.89,76,8(375),Class 3 - 1200M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
8,9,SKY MAN(S091),C Y Ho,P F Yiu,118,1148,4,3-1/4,"2                                                            

2                                                            

8",1:10.95,14,8(375),Class 3 - 1200M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
9,6,DASHING CERAMIBO(T121),N Callan,C S Shum,122,1175,5,4,"5                                                            

5                                                            

9",1:11.09,12,8(375),Class 3 - 1200M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
10,8,POWER DRAGON(V129),K C Leung,C H Yip,120,1132,3,8-3/4,"7                                                            

6                                                            

10",1:11.84,207,8(375),Class 3 - 1200M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
11,7,FLYING MOOCHI(T116),M L Yeung,Y S Tsui,120,1101,6,10,"4                                                            

4                                                            

11",1:12.03,5.8,8(375),Class 3 - 1200M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
12,3,LANG TAI SING(S280),H N Wong,R Gibson,125,1068,10,11,"6                                                            

8                                                            

12",1:12.19,17,8(375),Class 3 - 1200M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,165,000",Happy Valley,2016/02/03
1,12,LUCKY YEAR(T245),K C Leung,C S Shum,114,1140,5,-,"3                                                            

5                                                            

1",1:10.24,2.6,9(376),Class 2 - 1200M - (100-80),GOOD,"TURF - ""A"" Course","HK$ 1,650,000",Happy Valley,2016/02/03
2,9,MR GENUINE(S253),N Callan,D J Hall,121,1080,2,1/2,"8                                                            

8                                                            

2",1:10.33,12,9(376),Class 2 - 1200M - (100-80),GOOD,"TURF - ""A"" Course","HK$ 1,650,000",Happy Valley,2016/02/03
3,4,PABLOSKY(S156),H N Wong,J Moore,121,1109,4,1-1/4,"2                                                            

1                                                            

3",1:10.45,29,9(376),Class 2 - 1200M - (100-80),GOOD,"TURF - ""A"" Course","HK$ 1,650,000",Happy Valley,2016/02/03
4,2,EROICO(T009),B Prebble,J Size,128,1166,3,1-1/2,"4                                                            

4                                                            

4",1:10.48,7.5,9(376),Class 2 - 1200M - (100-80),GOOD,"TURF - ""A"" Course","HK$ 1,650,000",Happy Valley,2016/02/03
5,1,BORN IN CHINA(T103),K Teetan,K W Lui,133,1079,12,2-1/4,"9                                                            

9                                                            

5",1:10.59,5.9,9(376),Class 2 - 1200M - (100-80),GOOD,"TURF - ""A"" Course","HK$ 1,650,000",Happy Valley,2016/02/03
6,8,HAPPY YEAH YEAH(M085),M L Yeung,A Lee,119,1152,7,3,"1                                                            

2                                                            

6",1:10.72,37,9(376),Class 2 - 1200M - (100-80),GOOD,"TURF - ""A"" Course","HK$ 1,650,000",Happy Valley,2016/02/03
7,5,LUCKY DOUBLE EIGHT(P212),Z Purton,C Fownes,126,1130,6,3,"6                                                            

6                                                            

7",1:10.72,8.4,9(376),Class 2 - 1200M - (100-80),GOOD,"TURF - ""A"" Course","HK$ 1,650,000",Happy Valley,2016/02/03
8,3,HIGH FIVE(T200),R Moore,A T Millard,128,1039,8,3-1/2,"10                                                            

10                                                            

8",1:10.81,8.7,9(376),Class 2 - 1200M - (100-80),GOOD,"TURF - ""A"" Course","HK$ 1,650,000",Happy Valley,2016/02/03
9,10,CLEVER BEAVER(S352),K C Ng,A S Cruz,115,1094,11,3-3/4,"5                                                            

3                                                            

9",1:10.83,25,9(376),Class 2 - 1200M - (100-80),GOOD,"TURF - ""A"" Course","HK$ 1,650,000",Happy Valley,2016/02/03
