place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
1,10,NATURAL EIGHT(S243),C Y Ho,C Fownes,119,1037,1,-,"4                                                            

3                                                            

1",1:10.19,3.5,1(663),Class 5 - 1200M - (40-0),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 575,000",Happy Valley,2015/06/03
2,12,MASSIVE(P331),T H So,L Ho,113,1053,4,3/4,"1                                                            

1                                                            

2",1:10.31,7.2,1(663),Class 5 - 1200M - (40-0),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 575,000",Happy Valley,2015/06/03
3,6,WINNING BOY(N186),A Suborics,A Schutz,125,977,3,1,"7                                                            

8                                                            

3",1:10.34,8.6,1(663),Class 5 - 1200M - (40-0),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 575,000",Happy Valley,2015/06/03
4,2,OPTIMISM(S150),D Whyte,D E Ferraris,132,1025,11,1-1/2,"11                                                            

10                                                            

4",1:10.42,19,1(663),Class 5 - 1200M - (40-0),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 575,000",Happy Valley,2015/06/03
5,7,KING ON EARTH(L251),H W Lai,A Lee,122,1068,2,1-1/2,"8                                                            

5                                                            

5",1:10.44,18,1(663),Class 5 - 1200M - (40-0),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 575,000",Happy Valley,2015/06/03
6,5,KING TAI SING(P175),G Mosse,K L Man,126,1075,5,3-1/4,"5                                                            

6                                                            

6",1:10.71,6.6,1(663),Class 5 - 1200M - (40-0),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 575,000",Happy Valley,2015/06/03
7,3,FRIENDS OF YAN OI(M406),B Prebble,T P Yung,128,1154,8,4-1/4,"9                                                            

9                                                            

7",1:10.87,15,1(663),Class 5 - 1200M - (40-0),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 575,000",Happy Valley,2015/06/03
8,8,MANIPULATION(S075),M Chadwick,A S Cruz,124,1172,7,4-1/2,"6                                                            

7                                                            

8",1:10.91,21,1(663),Class 5 - 1200M - (40-0),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 575,000",Happy Valley,2015/06/03
9,9,NOVEL START(M255),N Rawiller,T K Ng,124,1096,9,5-1/2,"3                                                            

4                                                            

9",1:11.06,13,1(663),Class 5 - 1200M - (40-0),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 575,000",Happy Valley,2015/06/03
10,11,WINNING ADVANTAGE(N359),D Lane,A T Millard,119,1113,10,7-1/4,"10                                                            

11                                                            

10",1:11.35,49,1(663),Class 5 - 1200M - (40-0),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 575,000",Happy Valley,2015/06/03
