place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
1,4,SPEEDY SANDY(P239),T Angland,A T Millard,125,1182,10,-,"1                                                            

1                                                            

1",0:57.70,4.4,1(127),Class 4 (Restricted) - 1000M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 750,000",Sha Tin,2013/11/03
2,12,REAL FIT(P418),M Chadwick,A S Cruz,120,1058,2,3-1/4,"4                                                            

6                                                            

2",0:58.21,11,1(127),Class 4 (Restricted) - 1000M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 750,000",Sha Tin,2013/11/03
3,9,FIRE STARTER(S002),O Doleuze,R Gibson,122,1066,7,3-1/4,"6                                                            

3                                                            

3",0:58.22,9.7,1(127),Class 4 (Restricted) - 1000M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 750,000",Sha Tin,2013/11/03
4,1,FANTASTIC KAKA(P363),T H So,L Ho,125,1106,1,4-1/2,"9                                                            

10                                                            

4",0:58.42,41,1(127),Class 4 (Restricted) - 1000M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 750,000",Sha Tin,2013/11/03
5,5,AH BO(P295),D Whyte,C H Yip,122,1120,9,5,"5                                                            

5                                                            

5",0:58.50,2.1,1(127),Class 4 (Restricted) - 1000M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 750,000",Sha Tin,2013/11/03
6,8,FAMILY INTERESTS(P437),C Y Ho,C Fownes,120,1154,14,5-3/4,"11                                                            

12                                                            

6",0:58.63,99,1(127),Class 4 (Restricted) - 1000M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 750,000",Sha Tin,2013/11/03
7,14,EXCEL ONESELF(P287),J Moreira,Y S Tsui,118,1077,6,6-1/2,"2                                                            

2                                                            

7",0:58.73,14,1(127),Class 4 (Restricted) - 1000M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 750,000",Sha Tin,2013/11/03
8,7,EAGLE KING(S058),K C Ng,K L Man,117,1030,8,7,"8                                                            

7                                                            

8",0:58.82,99,1(127),Class 4 (Restricted) - 1000M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 750,000",Sha Tin,2013/11/03
9,3,GOOD YIELD(P367),K Teetan,C S Shum,125,1138,13,7-1/4,"14                                                            

8                                                            

9",0:58.88,79,1(127),Class 4 (Restricted) - 1000M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 750,000",Sha Tin,2013/11/03
10,11,HAPPILY TIME(S012),Z Purton,C H Yip,122,1095,3,8-1/2,"3                                                            

4                                                            

10",0:59.07,9.5,1(127),Class 4 (Restricted) - 1000M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 750,000",Sha Tin,2013/11/03
11,10,GOLD PRECIOUS(P364),H W Lai,C S Shum,120,1180,5,9-1/2,"12                                                            

11                                                            

11",0:59.20,31,1(127),Class 4 (Restricted) - 1000M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 750,000",Sha Tin,2013/11/03
12,2,SMART UNION(P268),A Suborics,D Cruz,127,1048,4,11-1/4,"13                                                            

14                                                            

12",0:59.52,99,1(127),Class 4 (Restricted) - 1000M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 750,000",Sha Tin,2013/11/03
13,6,CARE FREE ELEGANCE(P340),G Mosse,K L Man,122,1070,11,11-3/4,"7                                                            

9                                                            

13",0:59.59,45,1(127),Class 4 (Restricted) - 1000M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 750,000",Sha Tin,2013/11/03
14,13,SPLENDID HORSE(P232),N Callan,P F Yiu,122,1088,12,19,"10                                                            

13                                                            

14",1:00.73,25,1(127),Class 4 (Restricted) - 1000M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 750,000",Sha Tin,2013/11/03
1,7,OPTIMIZATION STAR(N179),T H So,D J Hall,128,1067,2,-,"9                                                            

7                                                            

8                                                            

1",1:23.47,17,2(128),Class 5 - 1400M - (40-15),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 550,000",Sha Tin,2013/11/03
