place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
9,6,ROYAL SPIRIT(T257),C K Tong,C W Chang,122,1011,3,4-1/2,"8                                                            

9                                                            

9",1:11.15,101,3(680),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 800,000",Happy Valley,2016/06/01
10,3,HASTA LA VISTA(T350),J Moreira,J Size,129,978,12,5-1/2,"9                                                            

8                                                            

10",1:11.30,26,3(680),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 800,000",Happy Valley,2016/06/01
11,2,MASSIVE MILLENNIUM(T381),N Callan,D E Ferraris,131,1152,5,6-1/4,"5                                                            

3                                                            

11",1:11.44,10,3(680),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 800,000",Happy Valley,2016/06/01
12,12,KIM GLORY(S087),H N Wong,D Cruz,110,1208,6,8-3/4,"11                                                            

12                                                            

12",1:11.82,7.8,3(680),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 800,000",Happy Valley,2016/06/01
1,6,KITAYA(S187),H N Wong,Y S Tsui,121,1065,1,-,"1                                                            

1                                                            

1                                                            

1",1:40.36,8.2,4(681),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 800,000",Happy Valley,2016/06/01
2,5,APACHE SPIRIT(T095),J Moreira,C Fownes,128,1075,8,1,"3                                                            

3                                                            

2                                                            

2",1:40.53,3.3,4(681),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 800,000",Happy Valley,2016/06/01
3,11,YOURTHEWONFORME(T258),C Y Ho,T K Ng,115,1092,7,2-1/4,"10                                                            

8                                                            

7                                                            

3",1:40.72,11,4(681),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 800,000",Happy Valley,2016/06/01
4,3,BALTIC WARRIOR(S237),Z Purton,C S Shum,129,1100,9,2-1/2,"11                                                            

11                                                            

9                                                            

4",1:40.76,8.7,4(681),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 800,000",Happy Valley,2016/06/01
5,4,WIN IT(P032),D Whyte,W Y So,129,1004,2,3-1/4,"6                                                            

6                                                            

4                                                            

5",1:40.87,11,4(681),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 800,000",Happy Valley,2016/06/01
6,12,REAL GENEROUS(M193),C Schofield,C H Yip,115,1140,10,3-1/4,"12                                                            

12                                                            

10                                                            

6",1:40.88,22,4(681),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 800,000",Happy Valley,2016/06/01
7,1,TRIUMPHANT DRAGON(P078),N Callan,K L Man,132,1099,11,6-1/4,"7                                                            

7                                                            

8                                                            

7",1:41.36,32,4(681),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 800,000",Happy Valley,2016/06/01
8,7,SPARKLING SWORD(P256),M L Yeung,K W Lui,126,1153,6,6-1/2,"4                                                            

4                                                            

5                                                            

8",1:41.42,40,4(681),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 800,000",Happy Valley,2016/06/01
9,2,IMPERIAL GALLANTRY(T028),N Rawiller,P O'Sullivan,131,1127,4,7-1/2,"9                                                            

10                                                            

11                                                            

9",1:41.56,8.4,4(681),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 800,000",Happy Valley,2016/06/01
10,9,TRIUMPHANT LIGHT(T224),G Lerena,D E Ferraris,123,1046,12,8,"5                                                            

5                                                            

6                                                            

10",1:41.63,15,4(681),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 800,000",Happy Valley,2016/06/01
11,10,MASSIVE POWER(T339),K C Leung,L Ho,118,1055,5,11,"2                                                            

2                                                            

3                                                            

11",1:42.12,7,4(681),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 800,000",Happy Valley,2016/06/01
12,8,EXCELLENCE(T314),T H So,A Lee,124,1032,3,45,"8                                                            

9                                                            

12                                                            

12",1:47.55,12,4(681),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 800,000",Happy Valley,2016/06/01
1,9,FLYING TOURBILLON(T051),M L Yeung,P F Yiu,121,1100,1,-,"6                                                            

5                                                            

1",1:09.74,8.2,5(682),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
2,1,HIT THE BID(P214),H N Wong,A T Millard,126,1181,2,SH,"4                                                            

3                                                            

2",1:09.75,7.8,5(682),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
3,12,HAPPY COOPERATION(T392),K Teetan,T P Yung,117,1155,3,N,"1                                                            

1                                                            

3",1:09.78,5.4,5(682),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
4,7,GREAT CHARM(P111),C Schofield,R Gibson,125,1230,7,2-1/4,"7                                                            

7                                                            

4",1:10.11,11,5(682),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
5,6,EXCEL ONESELF(P287),Y T Cheng,Y S Tsui,127,1125,11,3,"2                                                            

2                                                            

5",1:10.21,25,5(682),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
6,5,LOOKS LIKE THE CAT(T238),C Y Ho,C Fownes,126,1110,8,4,"9                                                            

9                                                            

6",1:10.36,15,5(682),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
7,10,ROUNDABOUT(T352),D Whyte,W Y So,120,1107,12,4,"10                                                            

10                                                            

7",1:10.39,44,5(682),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
8,2,BIG BANG BONG(V186),J Moreira,J Size,131,1047,5,4-1/2,"3                                                            

4                                                            

8",1:10.45,4.7,5(682),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
9,4,GOLDEN CHOPSTICKS(P120),K C Leung,A Lee,127,1178,9,4-3/4,"11                                                            

11                                                            

9",1:10.48,26,5(682),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
10,3,LOVELY DELOVELY(S022),G Lerena,D Cruz,130,1040,10,6-1/4,"12                                                            

12                                                            

10",1:10.73,59,5(682),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
11,8,BOLSHOI BALLET(V226),Z Purton,D J Hall,124,1058,6,6-1/4,"8                                                            

8                                                            

11",1:10.73,20,5(682),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
12,11,DA VINCI(S360),M Chadwick,C S Shum,119,1268,4,6-3/4,"5                                                            

6                                                            

12",1:10.81,4,5(682),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
1,3,HO HO FEEL(T029),J Moreira,C H Yip,128,1154,9,-,"8                                                            

7                                                            

7                                                            

5                                                            

1",1:50.44,3.9,6(683),Class 4 - 1800M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 800,000",Happy Valley,2016/06/01
2,5,AUTUMN GOLD(P044),G Lerena,S Woods,127,1025,5,1,"5                                                            

6                                                            

6                                                            

6                                                            

2",1:50.60,11,6(683),Class 4 - 1800M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 800,000",Happy Valley,2016/06/01
3,1,ROYAL PARTNER(N394),C K Tong,C Fownes,131,1091,10,1-1/4,"6                                                            

9                                                            

9                                                            

9                                                            

3",1:50.65,15,6(683),Class 4 - 1800M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 800,000",Happy Valley,2016/06/01
4,12,GLORY STAR(T336),K C Leung,C S Shum,115,1081,8,2,"1                                                            

1                                                            

1                                                            

1                                                            

4",1:50.75,4.2,6(683),Class 4 - 1800M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 800,000",Happy Valley,2016/06/01
5,11,FORTUNE GIGGLES(S346),C Schofield,Y S Tsui,120,1220,11,2-1/2,"7                                                            

2                                                            

2                                                            

2                                                            

5",1:50.85,13,6(683),Class 4 - 1800M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 800,000",Happy Valley,2016/06/01
6,4,SMART UNION(P268),C Y Ho,K W Lui,126,1102,2,3-1/4,"3                                                            

4                                                            

3                                                            

3                                                            

6",1:50.95,9.7,6(683),Class 4 - 1800M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 800,000",Happy Valley,2016/06/01
7,8,FIGHTING BOY(P376),M L Yeung,A Lee,122,975,3,5,"12                                                            

11                                                            

10                                                            

10                                                            

7",1:51.25,15,6(683),Class 4 - 1800M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 800,000",Happy Valley,2016/06/01
8,10,CASH COURIER(S417),K Teetan,K L Man,121,1199,1,6,"10                                                            

8                                                            

8                                                            

8                                                            

8",1:51.41,9.9,6(683),Class 4 - 1800M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 800,000",Happy Valley,2016/06/01
9,6,TRUE COMMENT(S328),N Callan,P F Yiu,127,1042,6,7,"4                                                            

5                                                            

5                                                            

7                                                            

9",1:51.58,19,6(683),Class 4 - 1800M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 800,000",Happy Valley,2016/06/01
10,9,AZTEC EMPIRE(T064),D Whyte,W Y So,123,1126,4,9-3/4,"2                                                            

3                                                            

4                                                            

4                                                            

10",1:52.00,12,6(683),Class 4 - 1800M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 800,000",Happy Valley,2016/06/01
11,2,ENTRUSTING(S306),Z Purton,T P Yung,130,1063,7,10-1/4,"9                                                            

10                                                            

11                                                            

11                                                            

11",1:52.07,12,6(683),Class 4 - 1800M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 800,000",Happy Valley,2016/06/01
12,7,CALIFORNIA CHERISH(T101),M Chadwick,A S Cruz,126,1051,12,17-1/2,"11                                                            

12                                                            

12                                                            

12                                                            

12",1:53.25,77,6(683),Class 4 - 1800M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 800,000",Happy Valley,2016/06/01
1,7,MINT MASTER(V180),C Schofield,A T Millard,119,1060,5,-,"1                                                            

2                                                            

1",1:10.46,3.4,7(684),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
2,11,WAH MAY BABY(S247),J Moreira,A S Cruz,116,1132,3,HD,"2                                                            

1                                                            

2",1:10.50,2.1,7(684),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
3,4,GRACE HEART(S399),G Lerena,C Fownes,126,998,10,1,"10                                                            

8                                                            

3",1:10.63,17,7(684),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
4,1,FOREVER RED(T365),N Rawiller,J Size,133,1123,9,1,"4                                                            

5                                                            

4",1:10.64,7.8,7(684),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
5,12,IRON BOY(V071),C K Tong,K W Lui,113,1174,12,1-3/4,"12                                                            

11                                                            

5",1:10.76,114,7(684),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
6,2,HAPPY BAO BEI(S172),C Y Ho,Y S Tsui,125,1156,11,2-1/4,"5                                                            

3                                                            

6",1:10.83,27,7(684),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
7,9,MISSION POSSIBLE(V043),K C Leung,C S Shum,115,949,1,2-3/4,"7                                                            

6                                                            

7",1:10.89,6.7,7(684),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
8,3,SUPREME FALCON(P224),D Whyte,J Moore,127,1156,8,4-3/4,"8                                                            

10                                                            

8",1:11.24,28,7(684),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
9,8,GRACYDAD(V200),K Teetan,D J Hall,117,1072,7,5-3/4,"11                                                            

12                                                            

9",1:11.38,165,7(684),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
10,5,TRAVEL SUCCESSOR(V121),Y T Cheng,W Y So,120,1088,2,6,"3                                                            

4                                                            

10",1:11.43,290,7(684),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
11,10,RACING MATE(S216),M L Yeung,W Y So,115,1008,6,7-1/2,"9                                                            

9                                                            

11",1:11.68,44,7(684),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
12,6,AIMING HIGH(V206),T H So,T P Yung,118,1164,4,8-1/4,"6                                                            

7                                                            

12",1:11.77,94,7(684),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
1,1,HEROIC GURU(S260),Z Purton,D J Hall,133,1050,7,-,"8                                                            

8                                                            

8                                                            

8                                                            

1",1:49.96,5.6,8(685),Class 3 - 1800M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
2,8,HAPPY SPIRIT(V008),K C Ng,A S Cruz,114,1095,3,N,"1                                                            

1                                                            

1                                                            

1                                                            

2",1:50.00,4.5,8(685),Class 3 - 1800M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
3,10,CLASSIC EMPEROR(T193),T H So,W Y So,116,1113,11,1-1/2,"2                                                            

2                                                            

2                                                            

2                                                            

3",1:50.21,46,8(685),Class 3 - 1800M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
4,7,LOTUS STRIKES BACK(T145),J Moreira,J Moore,122,1015,10,2,"10                                                            

9                                                            

9                                                            

9                                                            

4",1:50.27,3.3,8(685),Class 3 - 1800M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
5,9,PO CHING TREASURE(S388),H N Wong,P F Yiu,112,1065,6,2,"3                                                            

3                                                            

3                                                            

3                                                            

5",1:50.29,4.9,8(685),Class 3 - 1800M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
6,3,LITTLE ISLAND(T390),N Callan,K L Man,127,1003,2,2-3/4,"7                                                            

6                                                            

6                                                            

6                                                            

6",1:50.40,10,8(685),Class 3 - 1800M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
7,11,SEMPITERNAL(S100),C K Tong,W Y So,116,1262,1,3,"5                                                            

4                                                            

4                                                            

4                                                            

7",1:50.44,9.8,8(685),Class 3 - 1800M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
8,12,TOWERING STORM(M401),K Teetan,P O'Sullivan,117,1102,5,4-1/2,"9                                                            

10                                                            

10                                                            

10                                                            

8",1:50.68,25,8(685),Class 3 - 1800M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
9,6,LUCKY OMENS(P146),K C Leung,R Gibson,122,1015,12,7-1/2,"11                                                            

11                                                            

11                                                            

11                                                            

9",1:51.18,218,8(685),Class 3 - 1800M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
10,5,BISHOP'S LEAP(V190),M Chadwick,A S Cruz,125,1007,8,7-3/4,"4                                                            

5                                                            

5                                                            

5                                                            

10",1:51.18,159,8(685),Class 3 - 1800M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
11,4,VANILLA(P439),C Y Ho,C Fownes,125,1081,9,8-1/2,"12                                                            

12                                                            

12                                                            

12                                                            

11",1:51.33,53,8(685),Class 3 - 1800M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
12,2,FOODIE(S434),N Rawiller,C S Shum,130,1086,4,11,"6                                                            

7                                                            

7                                                            

7                                                            

12",1:51.73,49,8(685),Class 3 - 1800M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,165,000",Happy Valley,2016/06/01
1,4,TRAVEL NUMBER ONE(T212),H N Wong,C H Yip,121,1129,1,-,"1                                                            

1                                                            

1",1:08.87,6.1,1(686),Class 4 - 1200M - (60-40),FAST,ALL WEATHER TRACK,"HK$ 800,000",Sha Tin,2016/06/05
2,9,RESPECT(T359),J Moreira,J Moore,119,1136,3,3/4,"2                                                            

2                                                            

2",1:09.01,4.6,1(686),Class 4 - 1200M - (60-40),FAST,ALL WEATHER TRACK,"HK$ 800,000",Sha Tin,2016/06/05
3,1,LANSBURY(T164),Z Purton,D J Hall,133,1142,2,1-1/2,"4                                                            

3                                                            

3",1:09.15,5.5,1(686),Class 4 - 1200M - (60-40),FAST,ALL WEATHER TRACK,"HK$ 800,000",Sha Tin,2016/06/05
4,6,ROBUST MOMENTUM(P422),O Doleuze,C Fownes,123,1221,6,4-1/4,"5                                                            

5                                                            

4",1:09.54,13,1(686),Class 4 - 1200M - (60-40),FAST,ALL WEATHER TRACK,"HK$ 800,000",Sha Tin,2016/06/05
5,12,PLANET GIANT(T295),K C Leung,R Gibson,115,1080,11,5-1/4,"7                                                            

9                                                            

5",1:09.71,11,1(686),Class 4 - 1200M - (60-40),FAST,ALL WEATHER TRACK,"HK$ 800,000",Sha Tin,2016/06/05
6,3,I'M THE WON FOR U(T364),C Schofield,Y S Tsui,128,1040,8,5-3/4,"8                                                            

6                                                            

6",1:09.77,6.1,1(686),Class 4 - 1200M - (60-40),FAST,ALL WEATHER TRACK,"HK$ 800,000",Sha Tin,2016/06/05
