place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
5,7,RED ADVENTURE(N158),M L Yeung,A Lee,123,1111,3,2-1/4,"5                                                            

5                                                            

6                                                            

5",1:41.91,6.2,2(206),Class 5 - 1650M - (40-15),GOOD,"TURF - ""C+3"" Course","HK$ 575,000",Happy Valley,2014/12/03
6,3,KHARU(K411),T H So,L Ho,125,1128,11,4-3/4,"2                                                            

2                                                            

4                                                            

6",1:42.33,38,2(206),Class 5 - 1650M - (40-15),GOOD,"TURF - ""C+3"" Course","HK$ 575,000",Happy Valley,2014/12/03
7,10,WINE LOVERS(P304),M Demuro,K L Man,123,1075,6,5,"7                                                            

7                                                            

5                                                            

7",1:42.35,11,2(206),Class 5 - 1650M - (40-15),GOOD,"TURF - ""C+3"" Course","HK$ 575,000",Happy Valley,2014/12/03
8,2,FIERY PATROL(M360),K C Leung,Y S Tsui,128,1026,10,6-1/2,"11                                                            

11                                                            

11                                                            

8",1:42.58,24,2(206),Class 5 - 1650M - (40-15),GOOD,"TURF - ""C+3"" Course","HK$ 575,000",Happy Valley,2014/12/03
9,9,SUPER TEAM(M036),U Rispoli,A T Millard,123,1124,5,6-1/2,"9                                                            

9                                                            

8                                                            

9",1:42.59,19,2(206),Class 5 - 1650M - (40-15),GOOD,"TURF - ""C+3"" Course","HK$ 575,000",Happy Valley,2014/12/03
10,12,AMERICAN FAME(P449),A Atzeni,R Gibson,114,1081,4,6-1/2,"4                                                            

4                                                            

7                                                            

10",1:42.60,41,2(206),Class 5 - 1650M - (40-15),GOOD,"TURF - ""C+3"" Course","HK$ 575,000",Happy Valley,2014/12/03
11,1,MY SURPLUS(S016),K C Ng,C H Yip,128,1114,9,8-3/4,"1                                                            

1                                                            

2                                                            

11",1:42.96,99,2(206),Class 5 - 1650M - (40-15),GOOD,"TURF - ""C+3"" Course","HK$ 575,000",Happy Valley,2014/12/03
12,5,YOUNG HAPPY(M305),H W Lai,D E Ferraris,125,1036,2,10-1/2,"8                                                            

8                                                            

9                                                            

12",1:43.23,15,2(206),Class 5 - 1650M - (40-15),GOOD,"TURF - ""C+3"" Course","HK$ 575,000",Happy Valley,2014/12/03
1,2,TOUR DE FORCE(N297),J Moreira,J Size,132,1138,5,-,"6                                                            

5                                                            

1",0:56.57,7.7,3(207),Class 2 - 1000M - (105-80),GOOD,"TURF - ""C+3"" Course","HK$ 1,500,000",Happy Valley,2014/12/03
2,7,YOU READ MY MIND(P041),M Demuro,D Cruz,113,1229,4,1/2,"3                                                            

3                                                            

2",0:56.66,3.1,3(207),Class 2 - 1000M - (105-80),GOOD,"TURF - ""C+3"" Course","HK$ 1,500,000",Happy Valley,2014/12/03
3,5,CHARITY JOY(P278),D Whyte,C S Shum,117,1091,2,1-1/4,"5                                                            

4                                                            

3",0:56.79,2.6,3(207),Class 2 - 1000M - (105-80),GOOD,"TURF - ""C+3"" Course","HK$ 1,500,000",Happy Valley,2014/12/03
4,4,IMPERIAL CHAMPION(P416),C Y Ho,C Fownes,115,1188,3,3-1/2,"2                                                            

2                                                            

4",0:57.15,4.3,3(207),Class 2 - 1000M - (105-80),GOOD,"TURF - ""C+3"" Course","HK$ 1,500,000",Happy Valley,2014/12/03
5,6,BULLISH BOY(P008),M L Yeung,A S Cruz,112,1078,1,4-1/4,"7                                                            

7                                                            

5",0:57.26,34,3(207),Class 2 - 1000M - (105-80),GOOD,"TURF - ""C+3"" Course","HK$ 1,500,000",Happy Valley,2014/12/03
6,3,CALIFORNIA BOUNTY(P222),K C Ng,A S Cruz,114,1018,7,5-1/2,"1                                                            

1                                                            

6",0:57.44,10,3(207),Class 2 - 1000M - (105-80),GOOD,"TURF - ""C+3"" Course","HK$ 1,500,000",Happy Valley,2014/12/03
7,1,GO BABY GO(N033),C Y Lui,C H Yip,126,1132,6,6-3/4,"4                                                            

6                                                            

7",0:57.64,36,3(207),Class 2 - 1000M - (105-80),GOOD,"TURF - ""C+3"" Course","HK$ 1,500,000",Happy Valley,2014/12/03
1,9,SILVER DRAGON(M326),K Teetan,Y S Tsui,122,1115,5,-,"5                                                            

5                                                            

1",1:10.22,7.9,4(208),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
2,2,BALTIC WARRIOR(S237),N Callan,C S Shum,130,1108,9,SH,"7                                                            

6                                                            

2",1:10.24,5.2,4(208),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
3,1,CHARITY KINGDOM(S278),U Rispoli,K L Man,132,1076,10,1,"8                                                            

8                                                            

3",1:10.38,4.9,4(208),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
4,7,ALL TIMES LUCKY(P064),B Prebble,C H Yip,124,1051,12,1-1/4,"11                                                            

10                                                            

4",1:10.44,10,4(208),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
5,10,FOREVER FUN(S130),A Suborics,K W Lui,120,1062,8,2-1/4,"4                                                            

3                                                            

5",1:10.57,46,4(208),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
6,8,GO-GETTER(S303),A Atzeni,J Size,124,1110,3,3-1/4,"6                                                            

7                                                            

6",1:10.76,13,4(208),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
7,12,CHANS DELIGHT(P420),H W Lai,P F Yiu,112,1059,1,4-1/2,"3                                                            

4                                                            

7",1:10.96,9.9,4(208),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
8,5,TOMODACHI(M026),C Y Lui,D Cruz,121,1072,4,5-1/2,"2                                                            

1                                                            

8",1:11.12,4.6,4(208),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
9,4,WINNING APEX(N128),T H So,C W Chang,128,1069,2,6,"9                                                            

9                                                            

9",1:11.16,49,4(208),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
10,3,VICTORY GENERAL(L396),J Moreira,C Fownes,121,1062,11,6-3/4,"1                                                            

2                                                            

10",1:11.28,6.9,4(208),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
11,6,WHO CARES(S270),K C Leung,P O'Sullivan,124,1220,7,23-3/4,"10                                                            

11                                                            

11",1:14.01,87,4(208),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
WV-A,11,WINNING NINE(P393),C K Tong,T P Yung,115,---,---,---,---,---,---,4(208),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
WV,,JOLLY SPRING(P395),M Demuro,D E Ferraris,130,---,---,---,---,---,---,4(208),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
1,2,MIGHTY EQUUS(P112),N Callan,P F Yiu,132,1176,5,-,"11                                                            

9                                                            

1",1:10.50,12,5(209),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
2,3,HIT THE BID(P214),M Demuro,A T Millard,131,1148,9,1/2,"2                                                            

2                                                            

2",1:10.60,5.1,5(209),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
3,6,MONTE CASTELLO(S053),K Teetan,Y S Tsui,128,1128,1,3/4,"1                                                            

1                                                            

3",1:10.61,16,5(209),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
4,8,SEA WARRIOR(P411),A Atzeni,W Y So,127,1100,3,3/4,"9                                                            

7                                                            

4",1:10.62,10,5(209),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
5,1,WILD BOY(S028),U Rispoli,T P Yung,133,1195,7,1-1/2,"4                                                            

5                                                            

5",1:10.74,14,5(209),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
6,7,STAG KNIGHT(S207),J Moreira,J Moore,128,1054,4,1-1/2,"7                                                            

6                                                            

6",1:10.75,2,5(209),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
7,9,GREAT TOPLIGHT(T031),C Reith,C Fownes,123,1066,11,2-1/4,"12                                                            

12                                                            

7",1:10.86,34,5(209),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
8,5,NAUGHTY BABY(N346),A Suborics,A S Cruz,131,1134,6,3-1/4,"10                                                            

10                                                            

8",1:11.00,13,5(209),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
9,4,NATURAL TEAM(P257),B Prebble,K L Man,131,1001,2,3-1/4,"5                                                            

4                                                            

9",1:11.01,14,5(209),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
10,10,DARK CORE(S293),C Y Ho,J Size,117,1111,8,5,"8                                                            

11                                                            

10",1:11.31,39,5(209),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
11,11,COSTA DEL SOL(M111),K C Leung,C H Yip,116,1220,10,5-1/4,"6                                                            

8                                                            

11",1:11.33,95,5(209),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
12,12,TRENDIFUL(S185),M L Yeung,C S Shum,115,1078,12,22,"3                                                            

3                                                            

12",1:14.03,54,5(209),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
1,2,DUAL HAPPY(N427),N Callan,K L Man,128,1024,10,-,"6                                                            

6                                                            

6                                                            

4                                                            

1",1:50.28,13,6(210),Class 4 - 1800M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
2,12,SMART UNION(P268),C Y Lui,D Cruz,109,1079,6,N,"2                                                            

3                                                            

3                                                            

1                                                            

2",1:50.32,7.2,6(210),Class 4 - 1800M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
3,3,OXFORD CHARLEY(P266),D Whyte,S Woods,125,1097,2,1-1/4,"5                                                            

5                                                            

4                                                            

5                                                            

3",1:50.48,5.5,6(210),Class 4 - 1800M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
4,8,LOVING STAR(M382),W M Lai,T K Ng,120,1108,3,1-1/2,"7                                                            

7                                                            

7                                                            

9                                                            

4",1:50.53,18,6(210),Class 4 - 1800M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
5,11,DRAGON BACHELOR(P128),K Teetan,Y S Tsui,116,1115,4,1-3/4,"4                                                            

4                                                            

5                                                            

6                                                            

5",1:50.57,6.2,6(210),Class 4 - 1800M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
6,6,CHINA DELIGHT(N148),M L Yeung,K W Lui,122,1046,8,2,"12                                                            

12                                                            

12                                                            

10                                                            

6",1:50.60,8.1,6(210),Class 4 - 1800M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
7,1,DRAGON PINS(N167),J Moreira,R Gibson,129,1098,11,2,"9                                                            

9                                                            

9                                                            

8                                                            

7",1:50.61,8.8,6(210),Class 4 - 1800M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
8,9,NAVEL ORANGE(P035),M Demuro,D E Ferraris,119,1099,7,2-3/4,"10                                                            

10                                                            

11                                                            

12                                                            

8",1:50.71,12,6(210),Class 4 - 1800M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
9,4,SERGEANT TITANIUM(S332),B Prebble,J Size,125,1132,9,4-3/4,"8                                                            

8                                                            

8                                                            

7                                                            

9",1:51.03,65,6(210),Class 4 - 1800M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
10,10,GOOD THINKER(M127),U Rispoli,P F Yiu,117,1057,1,4-3/4,"3                                                            

1                                                            

1                                                            

2                                                            

10",1:51.04,6.4,6(210),Class 4 - 1800M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
11,7,SUPER STRIKE(L393),A Atzeni,A Schutz,121,1026,12,7-1/4,"11                                                            

11                                                            

10                                                            

11                                                            

11",1:51.42,81,6(210),Class 4 - 1800M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
12,5,SPIRIT SOARING(N099),C Reith,W Y So,125,1114,5,10,"1                                                            

2                                                            

2                                                            

3                                                            

12",1:51.88,9.3,6(210),Class 4 - 1800M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 760,000",Happy Valley,2014/12/03
1,5,BEST SHOW(N438),U Rispoli,C Fownes,125,1095,11,-,"11                                                            

11                                                            

11                                                            

1                                                            

1                                                            

1",2:17.24,19,7(211),Class 3 - 2200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,060,000",Happy Valley,2014/12/03
2,4,AMBITIOUS CHAMPION(S083),M Demuro,A T Millard,125,1084,6,SH,"10                                                            

10                                                            

10                                                            

3                                                            

2                                                            

2",2:17.25,8.6,7(211),Class 3 - 2200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,060,000",Happy Valley,2014/12/03
3,9,CRAZY BUDDIES(S155),D Whyte,A S Cruz,122,1095,9,1-1/4,"6                                                            

4                                                            

5                                                            

9                                                            

10                                                            

3",2:17.44,7.6,7(211),Class 3 - 2200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,060,000",Happy Valley,2014/12/03
4,11,SUPREME FRESH(S076),B Prebble,W Y So,120,1167,4,2-1/4,"4                                                            

5                                                            

6                                                            

10                                                            

8                                                            

4",2:17.60,3.9,7(211),Class 3 - 2200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,060,000",Happy Valley,2014/12/03
5,8,AGIAAL(N177),A Atzeni,A Schutz,124,1063,12,3-1/2,"12                                                            

12                                                            

12                                                            

5                                                            

3                                                            

5",2:17.82,22,7(211),Class 3 - 2200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,060,000",Happy Valley,2014/12/03
6,6,REDWOOD BABY(P358),J Moreira,C S Shum,125,978,3,4,"7                                                            

7                                                            

7                                                            

11                                                            

11                                                            

6",2:17.89,3.4,7(211),Class 3 - 2200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,060,000",Happy Valley,2014/12/03
7,1,TURBO JEWELLERY(N379),K Teetan,J Size,132,1125,10,4-3/4,"8                                                            

8                                                            

8                                                            

7                                                            

5                                                            

7",2:18.00,18,7(211),Class 3 - 2200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,060,000",Happy Valley,2014/12/03
8,10,AMBASSADORSHIP(N217),N Callan,P F Yiu,121,1120,7,5-3/4,"5                                                            

6                                                            

2                                                            

4                                                            

4                                                            

8",2:18.18,14,7(211),Class 3 - 2200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,060,000",Happy Valley,2014/12/03
9,7,THE SYLPH(T055),C Reith,D E Ferraris,125,1004,2,6-3/4,"3                                                            

1                                                            

1                                                            

2                                                            

6                                                            

9",2:18.33,13,7(211),Class 3 - 2200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,060,000",Happy Valley,2014/12/03
10,3,RIDE WITH THE WIND(L183),C Y Ho,K W Lui,125,991,5,7-3/4,"2                                                            

3                                                            

4                                                            

8                                                            

7                                                            

10",2:18.49,10,7(211),Class 3 - 2200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,060,000",Happy Valley,2014/12/03
11,2,HORSE APLENTY(M376),K C Leung,Y S Tsui,128,1097,1,10-1/4,"1                                                            

2                                                            

3                                                            

6                                                            

9                                                            

11",2:18.87,39,7(211),Class 3 - 2200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,060,000",Happy Valley,2014/12/03
12,12,VITAL PRINCE(P397),C K Tong,C W Chang,116,1014,8,13-3/4,"9                                                            

9                                                            

9                                                            

12                                                            

12                                                            

12",2:19.46,99,7(211),Class 3 - 2200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,060,000",Happy Valley,2014/12/03
1,5,SEASONS STAR(P058),D Whyte,A S Cruz,123,1088,5,-,"7                                                            

7                                                            

1",1:09.74,4.7,8(212),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,060,000",Happy Valley,2014/12/03
2,4,GENTILIS(S011),J Moreira,C H Yip,125,1095,7,1/2,"1                                                            

1                                                            

2",1:09.85,3.3,8(212),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,060,000",Happy Valley,2014/12/03
3,1,VICTORIUS(N423),K Teetan,J Size,133,1158,2,3/4,"9                                                            

9                                                            

3",1:09.85,7.1,8(212),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,060,000",Happy Valley,2014/12/03
4,6,ORIENTAL PROSPER(N100),M Demuro,Y S Tsui,121,1235,3,2,"6                                                            

6                                                            

4",1:10.06,6.8,8(212),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,060,000",Happy Valley,2014/12/03
5,12,THE PRINCE(L241),U Rispoli,C Fownes,115,1200,6,2-1/4,"3                                                            

4                                                            

5",1:10.11,7.4,8(212),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,060,000",Happy Valley,2014/12/03
6,2,AFFLUENCE OF RAIN(L363),N Callan,D E Ferraris,130,1211,1,3-1/4,"5                                                            

5                                                            

6",1:10.25,17,8(212),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,060,000",Happy Valley,2014/12/03
7,3,FUN KINGDOM(T013),C Y Ho,D J Hall,123,1171,12,4,"11                                                            

10                                                            

7",1:10.39,96,8(212),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,060,000",Happy Valley,2014/12/03
8,11,JOYFUL THE GREAT(N407),A Atzeni,A Lee,115,1080,4,5-1/4,"4                                                            

3                                                            

8",1:10.57,15,8(212),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,060,000",Happy Valley,2014/12/03
9,8,GRIMMY(P079),W M Lai,T K Ng,118,1129,9,6-1/4,"8                                                            

8                                                            

9",1:10.74,15,8(212),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,060,000",Happy Valley,2014/12/03
10,7,NATURAL FRIENDSHIP(S359),C Reith,W Y So,120,1054,10,7-1/4,"10                                                            

11                                                            

10",1:10.92,99,8(212),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,060,000",Happy Valley,2014/12/03
11,10,YOU ARE THE ONE(P015),C Y Lui,P F Yiu,109,1103,8,8-1/4,"2                                                            

2                                                            

11",1:11.04,19,8(212),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,060,000",Happy Valley,2014/12/03
12,9,MASTER PINNACLE(S351),M L Yeung,T P Yung,116,1014,11,10-1/4,"12                                                            

12                                                            

12",1:11.40,63,8(212),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,060,000",Happy Valley,2014/12/03
1,10,TRENDY WORLD(T025),T H So,L Ho,123,1135,1,-,"1                                                            

2                                                            

1",1:10.60,13,1(213),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 760,000",Sha Tin,2014/12/07
2,2,BUNKER SHOT(S137),C Y Ho,C Fownes,131,1074,2,1/2,"4                                                            

3                                                            

2",1:10.70,6.2,1(213),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 760,000",Sha Tin,2014/12/07
3,1,ADDOLE(S056),B Prebble,W Y So,133,1183,4,1-1/2,"2                                                            

1                                                            

3",1:10.86,2.2,1(213),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 760,000",Sha Tin,2014/12/07
4,3,HAPPY CHAMPION(N027),M Demuro,K L Man,132,1107,3,2,"6                                                            

7                                                            

4",1:10.90,6.2,1(213),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 760,000",Sha Tin,2014/12/07
5,4,G-ONE BO BO(S374),J Moreira,J Size,130,1107,9,2-1/2,"12                                                            

10                                                            

5",1:11.00,9.2,1(213),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 760,000",Sha Tin,2014/12/07
6,5,BRIGHT STAR(N387),A Suborics,T P Yung,128,1031,11,2-3/4,"8                                                            

9                                                            

6",1:11.04,19,1(213),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 760,000",Sha Tin,2014/12/07
7,8,GOLDEN PARTNERS(S286),N Callan,P F Yiu,125,1074,5,2-3/4,"7                                                            

6                                                            

7",1:11.04,34,1(213),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 760,000",Sha Tin,2014/12/07
8,11,STAND BY YOU(S095),K C Leung,P O'Sullivan,119,1029,6,5,"10                                                            

11                                                            

8",1:11.38,82,1(213),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 760,000",Sha Tin,2014/12/07
9,6,ELITE PRIDE(S325),D Whyte,J Moore,125,1062,8,5,"9                                                            

8                                                            

9",1:11.41,13,1(213),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 760,000",Sha Tin,2014/12/07
10,12,ELEGANT FRAMES(N240),W M Lai,T K Ng,118,1189,7,7-3/4,"5                                                            

5                                                            

10",1:11.85,15,1(213),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 760,000",Sha Tin,2014/12/07
11,9,HAY GO LUCKY(T023),H W Lai,K W Lui,123,1097,12,11-1/2,"3                                                            

4                                                            

11",1:12.43,84,1(213),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 760,000",Sha Tin,2014/12/07
12,7,ENDLESS LOVE(T035),G Mosse,C H Yip,125,991,10,11-3/4,"11                                                            

12                                                            

12",1:12.47,44,1(213),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 760,000",Sha Tin,2014/12/07
