place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
13,10.0,DASHING GRACE(C513),M Chadwick,T P Yung,119,1056,3,14-3/4,"6                                                        

10                                                        

13",1:12.09,180,2(2),Class 5 - 1200M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 750,000",Sha Tin,2020/09/6
1,2.0,WINSTON'S LAD(T348),C Y Ho,K W Lui,130,1079,2,-,"11                                                        

11                                                        

1",1:09.60,6.2,3(3),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
2,12.0,SUPER RED DRAGON(C191),A Badel,W Y So,116,1129,8,1-1/4,"6                                                        

6                                                        

2",1:09.79,9,3(3),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
3,1.0,ELIGERE(C473),C Schofield,Y S Tsui,133,1009,7,2-1/2,"10                                                        

10                                                        

3",1:10.01,17,3(3),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
4,14.0,GOLDEN MISSION(C106),M F Poon,C W Chang,112,1123,13,2-1/2,"7                                                        

7                                                        

4",1:10.01,37,3(3),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
5,4.0,ALL JOYFUL(D364),Z Purton,T P Yung,124,1156,4,3-1/2,"8                                                        

8                                                        

5",1:10.15,4.5,3(3),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
6,8.0,HERO STAR(D033),N Callan,K L Man,123,1130,6,3-1/2,"5                                                        

5                                                        

6",1:10.15,4.7,3(3),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
7,11.0,VIGOR CHAMP(C498),M L Yeung,K H Ting,120,1004,14,3-3/4,"13                                                        

14                                                        

7",1:10.20,13,3(3),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
8,5.0,COLONEL(D090),V Borges,P F Yiu,124,1148,3,4,"4                                                        

3                                                        

8",1:10.24,17,3(3),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
9,13.0,DIAMOND PEGASUS(D143),K Teetan,A S Cruz,115,1121,9,5,"2                                                        

1                                                        

9",1:10.40,5.1,3(3),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
10,9.0,SAM'S LOVE(A088),H N Wong,C H Yip,120,1076,1,5-1/4,"9                                                        

9                                                        

10",1:10.44,41,3(3),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
11,3.0,ULTRA EXPRESS(D161),A Hamelin,A T Millard,125,1088,5,5-1/2,"14                                                        

12                                                        

11",1:10.49,119,3(3),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
12,6.0,VIVA CHEF(D411),H T Mo,L Ho,121,1087,11,8-1/2,"1                                                        

2                                                        

12",1:10.95,46,3(3),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
13,7.0,DAILY CHARM(D398),M Chadwick,C S Shum,123,1137,12,11,"12                                                        

13                                                        

13",1:11.34,133,3(3),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
14,10.0,NOBLE MAN(C412),J Moreira,J Size,121,1088,10,17-1/4,"3                                                        

4                                                        

14",1:12.35,30,3(3),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
1,2.0,BRIGHT KID(C060),Z Purton,W Y So,130,1157,11,-,"9                                                        

9                                                        

1",1:09.40,4.6,4(4),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
2,10.0,BREEZE OF SPRING(C309),K C Leung,L Ho,119,1054,8,3/4,"11                                                        

11                                                        

2",1:09.52,16,4(4),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
3,5.0,UNTOLD RICHES(D414),M L Yeung,C W Chang,125,1272,7,1-1/4,"1                                                        

1                                                        

3",1:09.59,3.3,4(4),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
4,6.0,FORTUNE MASTER(D371),C Y Ho,K W Lui,124,1087,12,1-1/4,"7                                                        

6                                                        

4",1:09.61,82,4(4),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
5,14.0,COPARTNER ERA(C534),V Borges,W Y So,114,1109,2,3,"12                                                        

12                                                        

5",1:09.87,42,4(4),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
6,3.0,JUDY'S STAR(C311),N Callan,P O'Sullivan,130,1128,5,3-1/2,"8                                                        

8                                                        

6",1:09.94,4.4,4(4),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
7,11.0,HAPPY TANGO(D075),K Teetan,D J Whyte,119,1212,4,3-1/2,"10                                                        

10                                                        

7",1:09.94,12,4(4),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
8,13.0,LUCKY GUY(T349),M F Poon,C H Yip,113,1213,1,5-1/2,"6                                                        

7                                                        

8",1:10.28,14,4(4),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
9,1.0,DAY DAY RICH(D231),C L Chau,T P Yung,123,1008,3,6,"3                                                        

4                                                        

9",1:10.36,44,4(4),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
10,8.0,WAR LORD(C113),J Moreira,J Size,124,1121,9,7,"4                                                        

3                                                        

10",1:10.51,26,4(4),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
11,12.0,ROCKET HAMMER(C520),H N Wong,K H Ting,114,978,14,7-3/4,"14                                                        

13                                                        

11",1:10.64,405,4(4),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
12,4.0,MORE THAN ENOUGH(D372),A Badel,A S Cruz,130,1193,6,8-1/2,"5                                                        

5                                                        

12",1:10.76,9,4(4),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
13,7.0,INTERSTELLAR(C270),A Hamelin,A T Millard,124,1155,10,9-1/4,"2                                                        

2                                                        

13",1:10.90,23,4(4),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
14,9.0,FRESH POWER(B067),C Wong,Y S Tsui,117,992,13,10-1/2,"13                                                        

14                                                        

14",1:11.07,85,4(4),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
1,2.0,LEAP OF FAITH(C386),J Moreira,J Size,133,1100,14,-,"9                                                        

3                                                        

2                                                        

1",1:22.25,13,5(5),Class 4 - 1400M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
2,4.0,ANGEL OF MY EYES(D360),Z Purton,C S Shum,131,1082,10,1-1/4,"1                                                        

1                                                        

1                                                        

2",1:22.44,4.1,5(5),Class 4 - 1400M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
3,6.0,SUMSTREETSUMWHERE(B283),B Shinn,D J Hall,130,1081,1,1-1/4,"2                                                        

4                                                        

4                                                        

3",1:22.45,2.5,5(5),Class 4 - 1400M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
4,1.0,EZRA(C056),A Badel,A T Millard,133,1115,8,1-1/2,"8                                                        

8                                                        

6                                                        

4",1:22.50,10,5(5),Class 4 - 1400M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
5,9.0,TELECOM ROCKET(C137),C Schofield,Y S Tsui,125,1056,5,3,"6                                                        

9                                                        

9                                                        

5",1:22.75,11,5(5),Class 4 - 1400M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
6,10.0,CHUNG WAH SPIRIT(A168),M Chadwick,C H Yip,119,1105,12,3-1/2,"14                                                        

13                                                        

13                                                        

6",1:22.82,49,5(5),Class 4 - 1400M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
7,7.0,DIONYSUS COLLIN(B436),C Y Ho,K W Lui,127,1063,6,3-1/2,"11                                                        

10                                                        

10                                                        

7",1:22.83,46,5(5),Class 4 - 1400M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
8,5.0,HANG'S DECISION(T262),V Borges,W Y So,130,1125,11,3-3/4,"12                                                        

11                                                        

11                                                        

8",1:22.85,16,5(5),Class 4 - 1400M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
9,12.0,ROMAN IMPERO(V371),K H Chan,C H Yip,110,1186,13,5,"4                                                        

2                                                        

3                                                        

9",1:23.07,16,5(5),Class 4 - 1400M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
10,11.0,SHANGHAI LAD(C396),K C Leung,T P Yung,118,1061,2,5-1/4,"3                                                        

6                                                        

8                                                        

10",1:23.11,280,5(5),Class 4 - 1400M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
11,3.0,VILLA FIONN(B339),C L Chau,P F Yiu,122,1030,4,5-1/2,"10                                                        

12                                                        

12                                                        

11",1:23.14,18,5(5),Class 4 - 1400M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
12,13.0,JOYFUL CHEERS(C536),H W Lai,C S Shum,115,1147,9,6,"13                                                        

14                                                        

14                                                        

12",1:23.22,301,5(5),Class 4 - 1400M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
13,14.0,KELMIMI WINS(C419),K Teetan,D E Ferraris,115,1112,7,8-3/4,"5                                                        

5                                                        

5                                                        

13",1:23.66,13,5(5),Class 4 - 1400M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
14,8.0,SMILING FACE(D192),A Hamelin,D J Whyte,125,1209,3,8-3/4,"7                                                        

7                                                        

7                                                        

14",1:23.67,62,5(5),Class 4 - 1400M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
1,2.0,PRINCE OF GEMS(C031),A Hamelin,A T Millard,133,1167,1,-,"9                                                        

5                                                        

1",0:55.93,10,6(6),Class 4 - 1000M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
2,9.0,PEGASUS GLORY(D337),K C Leung,K H Ting,125,1121,6,1/2,"6                                                        

3                                                        

2",0:56.01,20,6(6),Class 4 - 1000M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
3,6.0,UNITED WE STAND(D048),C L Chau,C S Shum,116,1201,4,1-1/2,"2                                                        

1                                                        

3",0:56.17,3.3,6(6),Class 4 - 1000M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
4,3.0,DUBLIN STAR(C436),C Y Ho,K L Man,131,1218,8,1-3/4,"11                                                        

12                                                        

4",0:56.19,5.8,6(6),Class 4 - 1000M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
5,8.0,MANAGEMENT SUPREME(D248),M F Poon,K W Lui,123,1103,7,2-1/4,"1                                                        

2                                                        

5",0:56.31,41,6(6),Class 4 - 1000M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
6,7.0,WHISKEY NEAT(D150),M L Yeung,C Fownes,126,1152,9,2-3/4,"5                                                        

8                                                        

6",0:56.38,37,6(6),Class 4 - 1000M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
7,12.0,COMFORT LIFE(B169),J Moreira,F C Lor,122,1129,13,3-1/4,"12                                                        

10                                                        

7",0:56.45,5.7,6(6),Class 4 - 1000M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
8,10.0,SURE WIN WIN(D407),Z Purton,T P Yung,125,1190,5,4-3/4,"8                                                        

9                                                        

8",0:56.68,9.2,6(6),Class 4 - 1000M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
9,14.0,SUPER WINNER(C341),V Borges,C H Yip,115,1180,2,5,"7                                                        

6                                                        

9",0:56.71,8.3,6(6),Class 4 - 1000M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
10,1.0,CORRIENTHES(D346),H W Lai,D E Ferraris,133,1057,14,5,"4                                                        

4                                                        

10",0:56.74,197,6(6),Class 4 - 1000M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
11,4.0,HELAKU KNIGHT(C328),B Shinn,D A Hayes,131,1092,11,5-1/4,"13                                                        

11                                                        

11",0:56.76,9.5,6(6),Class 4 - 1000M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
12,5.0,HAPPY GOOD GUYS(B466),K H Chan,P F Yiu,123,1133,3,6,"3                                                        

7                                                        

12",0:56.91,76,6(6),Class 4 - 1000M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
13,11.0,LUCKY TURBO(D400),N Callan,A S Cruz,124,1316,10,7,"10                                                        

13                                                        

13",0:57.03,65,6(6),Class 4 - 1000M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
14,13.0,TIGER GLARE(D290),H T Mo,L Ho,116,1020,12,9-1/2,"14                                                        

14                                                        

14",0:57.44,188,6(6),Class 4 - 1000M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",Sha Tin,2020/09/6
1,6.0,METRO WARRIOR(D387),Z Purton,D A Hayes,123,1129,11,-,"3                                                        

2                                                        

1",0:55.78,3,7(7),Class 3 - 1000M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",Sha Tin,2020/09/6
2,2.0,ALLIED AGILITY(C314),K H Chan,P F Yiu,125,1138,9,N,"1                                                        

1                                                        

2",0:55.83,11,7(7),Class 3 - 1000M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",Sha Tin,2020/09/6
3,8.0,TAKE WHAT YOU NEED(C474),K Teetan,D J Whyte,121,1043,5,2,"8                                                        

7                                                        

3",0:56.08,8.5,7(7),Class 3 - 1000M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",Sha Tin,2020/09/6
4,1.0,BALTIC SUCCESS(C373),A Hamelin,C S Shum,133,1145,7,2-1/4,"2                                                        

3                                                        

4",0:56.13,18,7(7),Class 3 - 1000M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",Sha Tin,2020/09/6
5,13.0,TRUST ME(C134),K C Leung,C H Yip,116,1122,2,2-1/2,"9                                                        

10                                                        

5",0:56.19,18,7(7),Class 3 - 1000M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",Sha Tin,2020/09/6
6,7.0,HEART CONQUERED(D174),A Badel,R Gibson,121,1232,8,2-3/4,"5                                                        

5                                                        

6",0:56.21,7.9,7(7),Class 3 - 1000M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",Sha Tin,2020/09/6
7,9.0,TELECOM JAC(D368),V Borges,W Y So,121,1072,12,3,"12                                                        

12                                                        

7",0:56.27,344,7(7),Class 3 - 1000M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",Sha Tin,2020/09/6
8,12.0,SUNNY LAD(D265),C Wong,A S Cruz,111,1251,10,3-1/2,"13                                                        

11                                                        

8",0:56.33,293,7(7),Class 3 - 1000M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",Sha Tin,2020/09/6
9,14.0,WHAT A LEGEND(C004),M F Poon,K H Ting,112,1074,14,4-1/2,"7                                                        

6                                                        

9",0:56.48,45,7(7),Class 3 - 1000M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",Sha Tin,2020/09/6
10,10.0,CHANCHENG PRINCE(D270),J Moreira,K W Lui,118,1156,3,5-1/2,"10                                                        

8                                                        

10",0:56.64,8,7(7),Class 3 - 1000M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",Sha Tin,2020/09/6
11,11.0,KA YING MASTER(C240),M L Yeung,T P Yung,118,1156,6,6-1/4,"4                                                        

4                                                        

11",0:56.77,9.8,7(7),Class 3 - 1000M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",Sha Tin,2020/09/6
12,4.0,PRINCE OF FROG(D324),C L Chau,L Ho,119,1181,13,6-3/4,"14                                                        

14                                                        

12",0:56.85,89,7(7),Class 3 - 1000M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",Sha Tin,2020/09/6
13,5.0,WAR OF COURAGE(C483),C Schofield,K L Man,129,1222,4,7,"6                                                        

9                                                        

13",0:56.88,5.9,7(7),Class 3 - 1000M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",Sha Tin,2020/09/6
14,3.0,PRINCE OF BON BON(D383),N Callan,D E Ferraris,132,1010,1,10-3/4,"11                                                        

13                                                        

14",0:57.48,376,7(7),Class 3 - 1000M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",Sha Tin,2020/09/6
1,6.0,PERFECT MATCH(B393),A Badel,C S Shum,121,1122,8,-,"4                                                        

4                                                        

1",1:08.42,8,8(8),Class 1 - 1200M - (90+),GOOD,"TURF - ""A"" Course","HK$ 3,000,000",Sha Tin,2020/09/6
2,4.0,JOLLY BANNER(V077),C L Chau,P F Yiu,116,1098,7,1-1/2,"8                                                        

7                                                        

2",1:08.66,39,8(8),Class 1 - 1200M - (90+),GOOD,"TURF - ""A"" Course","HK$ 3,000,000",Sha Tin,2020/09/6
3,11.0,VICTORIAM(C186),M F Poon,K W Lui,111,1148,2,2,"9                                                        

9                                                        

3",1:08.72,14,8(8),Class 1 - 1200M - (90+),GOOD,"TURF - ""A"" Course","HK$ 3,000,000",Sha Tin,2020/09/6
4,10.0,COMPUTER PATCH(D139),K Teetan,A S Cruz,117,1135,5,2,"3                                                        

3                                                        

4",1:08.75,3.4,8(8),Class 1 - 1200M - (90+),GOOD,"TURF - ""A"" Course","HK$ 3,000,000",Sha Tin,2020/09/6
5,2.0,RATTAN(A061),C Schofield,R Gibson,132,1165,10,2-3/4,"11                                                        

10                                                        

5",1:08.86,16,8(8),Class 1 - 1200M - (90+),GOOD,"TURF - ""A"" Course","HK$ 3,000,000",Sha Tin,2020/09/6
6,3.0,CHAMPION'S WAY(C061),J Moreira,J Size,126,1102,3,2-3/4,"2                                                        

2                                                        

6",1:08.87,3.9,8(8),Class 1 - 1200M - (90+),GOOD,"TURF - ""A"" Course","HK$ 3,000,000",Sha Tin,2020/09/6
7,5.0,FAT TURTLE(C215),C Y Ho,F C Lor,125,1132,4,3-1/4,"6                                                        

6                                                        

7",1:08.92,11,8(8),Class 1 - 1200M - (90+),GOOD,"TURF - ""A"" Course","HK$ 3,000,000",Sha Tin,2020/09/6
8,1.0,WISHFUL THINKER(B180),Z Purton,C H Yip,133,1187,6,3-1/2,"7                                                        

8                                                        

8",1:08.99,11,8(8),Class 1 - 1200M - (90+),GOOD,"TURF - ""A"" Course","HK$ 3,000,000",Sha Tin,2020/09/6
9,8.0,AMAZING STAR(B019),V Borges,K H Ting,118,1185,9,3-3/4,"1                                                        

1                                                        

9",1:09.03,19,8(8),Class 1 - 1200M - (90+),GOOD,"TURF - ""A"" Course","HK$ 3,000,000",Sha Tin,2020/09/6
10,7.0,BEAUTY LEGACY(D023),N Callan,J Size,120,1189,11,4-1/4,"10                                                        

11                                                        

10",1:09.08,11,8(8),Class 1 - 1200M - (90+),GOOD,"TURF - ""A"" Course","HK$ 3,000,000",Sha Tin,2020/09/6
11,9.0,SHINING ACE(C229),M Chadwick,J Size,118,1155,1,6,"5                                                        

5                                                        

11",1:09.37,13,8(8),Class 1 - 1200M - (90+),GOOD,"TURF - ""A"" Course","HK$ 3,000,000",Sha Tin,2020/09/6
