place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
9,7,GOLDWEAVER(P072),C K Tong,Y S Tsui,122,1079,12,5-3/4,"5                                                            

1                                                            

2                                                            

9",1:23.74,14,3(274),Class 5 - 1400M - (40-15),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 575,000",Sha Tin,2015/01/01
10,3,MY CUP OVERFLOWS(P378),O Doleuze,R Gibson,129,1126,2,6-1/4,"11                                                            

13                                                            

13                                                            

10",1:23.80,17,3(274),Class 5 - 1400M - (40-15),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 575,000",Sha Tin,2015/01/01
11,1,GOLDEN OSMANTHUS(N245),B Prebble,W Y So,133,1154,6,6-1/2,"7                                                            

9                                                            

7                                                            

11",1:23.87,11,3(274),Class 5 - 1400M - (40-15),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 575,000",Sha Tin,2015/01/01
12,8,IDYLLIC WIND(N139),D Whyte,T K Ng,123,1213,7,8-1/2,"10                                                            

11                                                            

10                                                            

12",1:24.16,3.5,3(274),Class 5 - 1400M - (40-15),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 575,000",Sha Tin,2015/01/01
13,13,CHAMPION RANGER(N279),T H So,C H Yip,116,1152,3,9,"9                                                            

8                                                            

12                                                            

13",1:24.26,17,3(274),Class 5 - 1400M - (40-15),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 575,000",Sha Tin,2015/01/01
14,9,DIAMOND ANGEL(M212),W M Lai,K L Man,122,1097,8,14,"6                                                            

7                                                            

11                                                            

14",1:25.06,99,3(274),Class 5 - 1400M - (40-15),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 575,000",Sha Tin,2015/01/01
WV,,SEA SMOKE(P432),K Teetan,C S Shum,125,---,---,---,---,---,---,3(274),Class 5 - 1400M - (40-15),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 575,000",Sha Tin,2015/01/01
1,1,WHY WHY(P372),U Rispoli,P O'Sullivan,133,1168,4,-,"2                                                            

1                                                            

1",1:10.01,1.9,4(275),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
2,11,JOYEUX(S340),C Y Ho,C Fownes,116,1109,7,1-1/2,"3                                                            

3                                                            

2",1:10.23,8.8,4(275),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
3,5,JOLLY SPRING(P395),N Callan,D E Ferraris,130,1145,1,3-3/4,"5                                                            

5                                                            

3",1:10.59,8.4,4(275),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
4,8,AMBITIOUS SPEEDY(T063),H W Lai,A Lee,124,1160,2,4,"4                                                            

4                                                            

4",1:10.62,6,4(275),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
5,4,JOYFUL MOMENTS(T134),O Doleuze,R Gibson,126,1068,9,5-1/4,"8                                                            

6                                                            

5",1:10.86,15,4(275),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
6,9,ATHENA BABY(S449),N Rawiller,C S Shum,126,1052,10,5-1/2,"11                                                            

12                                                            

6",1:10.88,99,4(275),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
7,7,ALL MY GAIN(T018),W M Lai,T K Ng,126,1109,6,6-3/4,"7                                                            

8                                                            

7",1:11.07,40,4(275),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
8,6,CANNY FRANCO(P426),G Mosse,C W Chang,128,1099,11,7,"12                                                            

11                                                            

8",1:11.12,82,4(275),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
9,3,FOTOGENIC(S114),D Whyte,T P Yung,131,1105,12,7,"10                                                            

9                                                            

9",1:11.13,39,4(275),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
10,2,TRENDY WORLD(T025),T H So,L Ho,130,1156,5,9,"1                                                            

2                                                            

10",1:11.43,7.3,4(275),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
11,12,EVER SHINY(S214),M L Yeung,C H Yip,114,1071,8,9-1/4,"9                                                            

10                                                            

11",1:11.49,99,4(275),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
12,10,SKY MATE(S443),M Guyon,P F Yiu,126,1153,3,10,"6                                                            

7                                                            

12",1:11.61,57,4(275),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
WV,,ELITE SPIRIT(S200),B Prebble,W Y So,130,---,---,---,---,---,---,4(275),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
1,2,CHARITY KINGDOM(S278),G Mosse,K L Man,131,1081,11,-,"12                                                            

11                                                            

10                                                            

1",1:22.57,4.9,5(276),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
2,14,UNIQUE HAPPIEST(S245),C Y Ho,A Lee,115,1124,2,NOSE,"2                                                            

4                                                            

4                                                            

2",1:22.58,5.4,5(276),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
3,1,SUNNY PEARL(N434),M Chadwick,P O'Sullivan,133,1227,3,1,"1                                                            

1                                                            

1                                                            

3",1:22.73,5.5,5(276),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
4,7,TONES(S383),N Callan,P F Yiu,125,1210,4,1-1/2,"4                                                            

5                                                            

3                                                            

4",1:22.82,6.3,5(276),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
5,13,SPARKLING SWORD(P256),U Rispoli,K W Lui,118,1143,6,1-3/4,"3                                                            

2                                                            

2                                                            

5",1:22.85,7.6,5(276),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
6,4,ISLAND GARDEN(P247),B Prebble,W Y So,129,1102,1,1-3/4,"5                                                            

6                                                            

7                                                            

6",1:22.86,8.8,5(276),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
7,12,PLAIN BLUE BANNER(S070),D Whyte,D E Ferraris,119,1086,8,2-1/2,"8                                                            

8                                                            

6                                                            

7",1:22.99,6.7,5(276),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
8,6,ROUGE ET BLANC(S353),N Rawiller,C S Shum,125,1152,10,4-1/2,"10                                                            

12                                                            

11                                                            

8",1:23.27,54,5(276),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
9,3,WINNING MASCOT(L342),T H So,C W Chang,129,1089,7,4-1/2,"11                                                            

10                                                            

12                                                            

9",1:23.29,99,5(276),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
10,8,MAGICAL BEAM(N208),M L Yeung,A Schutz,121,1083,14,5-1/4,"14                                                            

13                                                            

14                                                            

10",1:23.41,99,5(276),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
11,5,LUCKY DAN(P275),C K Tong,Y S Tsui,126,1110,9,7-1/2,"6                                                            

3                                                            

5                                                            

11",1:23.79,99,5(276),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
12,9,GRASSLAND DRAGON(S201),M Guyon,C H Yip,121,1159,12,8,"13                                                            

14                                                            

13                                                            

12",1:23.86,59,5(276),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
13,11,GOOD FRIENDS MAGIC(N445),K C Leung,D Cruz,118,1039,5,10-1/4,"7                                                            

9                                                            

9                                                            

13",1:24.21,45,5(276),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
14,10,MEDIC SWORDSMAN(P168),W M Lai,A T Millard,121,1155,13,10-1/2,"9                                                            

7                                                            

8                                                            

14",1:24.24,63,5(276),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
1,7,HEALTH WISE(P219),O Doleuze,L Ho,127,1108,6,-,"9                                                            

10                                                            

8                                                            

1",1:36.04,6.4,6(277),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
2,13,WINNING NOVEL(S228),K C Leung,C S Shum,115,1058,11,1/2,"2                                                            

4                                                            

5                                                            

2",1:36.14,7,6(277),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
3,6,FIGHTING BOY(P376),U Rispoli,K W Lui,128,991,14,1-1/4,"13                                                            

13                                                            

11                                                            

3",1:36.27,14,6(277),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
4,8,RUGBY AMBASSADOR(S314),M Guyon,C H Yip,126,1176,2,2-1/4,"6                                                            

7                                                            

7                                                            

4",1:36.41,6.1,6(277),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
5,5,HEY CHEERS(P115),C Y Ho,P O'Sullivan,128,1110,7,2-3/4,"4                                                            

3                                                            

3                                                            

5",1:36.48,26,6(277),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
6,1,REBORN TO WIN(S132),N Callan,P F Yiu,133,1037,10,3,"11                                                            

12                                                            

12                                                            

6",1:36.52,5.1,6(277),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
7,9,BEAR-POP(S321),D Whyte,J Moore,125,1110,9,4-1/4,"7                                                            

6                                                            

6                                                            

7",1:36.74,8.4,6(277),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
8,14,ENCHANTING DIAMOND(S136),W M Lai,C W Chang,115,1047,13,5-1/4,"14                                                            

14                                                            

14                                                            

8",1:36.86,63,6(277),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
9,3,DASHING SUPER(N348),T H So,Y S Tsui,128,1184,8,5-1/4,"1                                                            

2                                                            

1                                                            

9",1:36.87,28,6(277),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
10,11,REALLY THE BEST(M188),H W Lai,D Cruz,118,1164,5,6,"3                                                            

1                                                            

2                                                            

10",1:36.99,55,6(277),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
11,4,ELECTRONIC PHOENIX(S343),N Rawiller,T P Yung,130,1196,3,6-1/4,"8                                                            

9                                                            

10                                                            

11",1:37.03,26,6(277),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
12,10,SPIRIT SOARING(N099),B Prebble,W Y So,125,1106,1,6-1/2,"5                                                            

5                                                            

4                                                            

12",1:37.10,15,6(277),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
13,2,KEEN TACTICS(N143),G Mosse,K L Man,132,1038,4,7-1/2,"10                                                            

8                                                            

9                                                            

13",1:37.25,8.2,6(277),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
14,12,GO-GETTER(S303),K Teetan,J Size,119,1103,12,9-1/4,"12                                                            

11                                                            

13                                                            

14",1:37.51,25,6(277),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
1,3,SUPER TALENT(S344),D Whyte,T P Yung,128,1148,3,-,"7                                                            

6                                                            

1",1:09.57,1.6,7(278),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
2,1,ADDOLE(S056),B Prebble,W Y So,133,1178,7,1-1/4,"4                                                            

4                                                            

2",1:09.76,9.3,7(278),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
3,8,TEN FLAMES(S447),T H So,L Ho,123,1136,2,2-1/2,"3                                                            

3                                                            

3",1:09.95,12,7(278),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
4,4,CALL ME ACHIEVER(N134),U Rispoli,Y S Tsui,125,1219,9,3-1/2,"2                                                            

2                                                            

4",1:10.14,76,7(278),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
5,9,WINNER ST PAUL'S(T027),M Guyon,C H Yip,125,1061,12,4-1/4,"11                                                            

10                                                            

5",1:10.26,15,7(278),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
6,5,INNOVATIVE WINNER(T060),O Doleuze,R Gibson,125,1077,1,4-1/4,"5                                                            

5                                                            

6",1:10.26,15,7(278),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
7,10,GREAT TOPLIGHT(T031),C Y Ho,C Fownes,119,1069,11,4-1/4,"9                                                            

9                                                            

7",1:10.26,13,7(278),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
8,11,STAND BY YOU(S095),K C Leung,P O'Sullivan,119,1033,4,5-3/4,"10                                                            

11                                                            

8",1:10.49,78,7(278),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
9,2,JOYFUL THE GREAT(N407),H W Lai,A Lee,130,1064,8,6,"1                                                            

1                                                            

9",1:10.54,29,7(278),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
10,12,CHINA POWER(M400),M Chadwick,A T Millard,116,1121,5,7-3/4,"8                                                            

8                                                            

10",1:10.80,68,7(278),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
11,6,ISLAND FLYER(S423),N Callan,P F Yiu,125,1097,6,9-1/4,"6                                                            

7                                                            

11",1:11.05,54,7(278),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
TNP,7,MASTER MIND(S433),G Mosse,D Cruz,125,1125,10,---,---,---,8.5,7(278),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
WV,,LUCKY SCEPTER(N174),N Rawiller,K W Lui,130,---,---,---,---,---,---,7(278),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 760,000",Sha Tin,2015/01/01
1,5,DANE PATROL(L078),K C Leung,P O'Sullivan,124,1160,10,-,"1                                                            

1                                                            

1",0:56.52,12,8(279),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,060,000",Sha Tin,2015/01/01
2,4,COUNTRY MELODY(T011),K Teetan,J Size,128,1105,2,HD,"11                                                            

10                                                            

2",0:56.55,1.7,8(279),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,060,000",Sha Tin,2015/01/01
3,10,TOUCH GO(L254),H W Lai,K W Lui,118,1108,1,3,"13                                                            

13                                                            

3",0:57.00,99,8(279),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,060,000",Sha Tin,2015/01/01
4,8,NO MONEY NO TALK(S404),C Y Ho,D J Hall,119,1138,9,3-1/4,"9                                                            

9                                                            

4",0:57.05,77,8(279),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,060,000",Sha Tin,2015/01/01
5,13,YOU ARE THE ONE(P015),U Rispoli,P F Yiu,118,1095,13,4,"4                                                            

4                                                            

5",0:57.16,28,8(279),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,060,000",Sha Tin,2015/01/01
6,7,DASHING CERAMIBO(T121),N Callan,C S Shum,122,1197,7,5,"7                                                            

8                                                            

6",0:57.31,34,8(279),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,060,000",Sha Tin,2015/01/01
7,11,GRIMMY(P079),W M Lai,T K Ng,117,1130,5,5-1/4,"10                                                            

7                                                            

7",0:57.35,19,8(279),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,060,000",Sha Tin,2015/01/01
8,14,ORACLE(N115),T H So,D Cruz,113,1128,14,5-1/2,"8                                                            

11                                                            

8",0:57.38,62,8(279),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,060,000",Sha Tin,2015/01/01
9,9,MASTER PINNACLE(S351),M Guyon,T P Yung,120,1011,4,5-1/2,"14                                                            

14                                                            

9",0:57.41,99,8(279),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,060,000",Sha Tin,2015/01/01
10,3,WINDICATOR STAR(N233),C K Tong,C Fownes,129,1219,6,5-1/2,"12                                                            

12                                                            

10",0:57.42,59,8(279),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,060,000",Sha Tin,2015/01/01
11,1,ROMAN LEGEND(P301),M Chadwick,A S Cruz,133,1185,3,7-1/4,"5                                                            

3                                                            

11",0:57.67,49,8(279),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,060,000",Sha Tin,2015/01/01
